household_ID,district,subvillage,village,ward,strategy,campaign_type,dog_total,cp_travel_time_there,cp_duration
HS0974,Rorya,Sokoni,Obwere,Mkoma,2,continuous,1,NA,NA
HS0975,Rorya,Sokoni,Obwere,Mkoma,2,continuous,1,40,5
HS0976,Rorya,Sokoni,Obwere,Mkoma,2,continuous,1,NA,NA
HS0378,Butiama,Majengo,Nyambili,Sirorisimba,2,continuous,8,NA,NA
HS0977,Rorya,Sokoni,Obwere,Mkoma,2,continuous,3,20,10
HS0379,Butiama,Majengo,Nyambili,Sirorisimba,2,continuous,5,15,45
HS0380,Butiama,Majengo,Nyambili,Sirorisimba,2,continuous,2,NA,NA
HS0381,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,3,NA,NA
HS0978,Rorya,Sokoni,Obwere,Mkoma,2,continuous,4,NA,NA
HS0382,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,13,NA,NA
HS0979,Rorya,Bondeni,Obwere,Mkoma,2,continuous,NA,NA,NA
HS0383,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,2,25,30
HS0384,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,2,5,30
HS0980,Rorya,Bondeni,Obwere,Mkoma,2,continuous,2,NA,NA
HS0982,Rorya,Bondeni,Obwere,Mkoma,2,continuous,2,NA,NA
HS0385,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,3,2,5
HS0386,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,4,15,30
HS0981,Rorya,Bondeni,Obwere,Mkoma,2,continuous,3,NA,NA
HS0983,Rorya,Bondeni,Obwere,Mkoma,2,continuous,1,NA,NA
HS0387,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,5,NA,NA
HS0984,Rorya,Bondeni,Obwere,Mkoma,2,continuous,1,NA,NA
HS0388,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,3,30,60
HS0389,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,2,15,15
HS0985,Rorya,Bondeni,Obwere,Mkoma,2,continuous,7,10,60
HS0390,Butiama,Komachare,Nyambili,Sirorisimba,2,continuous,3,15,45
HS0986,Rorya,Bondeni,Obwere,Mkoma,2,continuous,1,NA,NA
HS0987,Rorya,Bondeni,Obwere,Mkoma,2,continuous,3,20,30
HS0988,Rorya,Bondeni,Obwere,Mkoma,2,continuous,7,NA,NA
HS0989,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,3,5,15
HS0990,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,2,5,20
HS0991,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,30,15
HS0391,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,1,5,20
HS0992,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,30,30
HS0392,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
HS0993,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,4,NA,NA
HS0994,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,15,30
HS0393,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,3,10,10
HS0995,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0394,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,1,20,15
HS0996,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0395,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,4,NA,NA
HS0997,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,7,10
HS0396,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,2,15,15
HS0998,Rorya,Lamboni,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0397,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
HS0398,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
HS0399,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,3,30,15
HS0999,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0400,Butiama,Komaraha,Rwasereta,Sirorisimba,2,continuous,2,NA,NA
HS1000,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0401,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
SH1001,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,2,15,20
HS0402,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,5,5,15
SH1002,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,60,120
SH1004,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,10,5
HS0403,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,1,5,20
SH1005,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,2,2,30
SH1006,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,20,30
HS0404,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,2,NA,NA
SH1007,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,3,2,10
HS0405,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,2,NA,NA
HS0406,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,2,NA,NA
HS0407,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,4,NA,NA
HS0408,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,2,20,30
HS0409,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,1,30,10
HS0410,Butiama,Rwasereta,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
SH1008,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,6,NA,NA
HS0411,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,5,20
SH1009,Rorya,Mariba,Ngasaro,Mkoma,2,continuous,1,NA,NA
SH1010,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,6,NA,NA
HS0412,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,4,10,30
HS0413,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,2,NA,NA
SH1011,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,2,NA,NA
HS0414,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,2,15,30
SH1012,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,1,40,2
HS0415,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
SH1013,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,2,NA,NA
HS0416,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,25,15
SH1014,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,6,NA,NA
HS0417,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,6,NA,NA
SH1015,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,2,NA,NA
HS0418,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
SH1016,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,2,NA,NA
HS0419,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,15,20
SH1017,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,1,NA,NA
HS0420,Butiama,Kitaramanka,Rwasereta,Sirorisimba,2,continuous,1,NA,NA
SH1018,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,7,NA,NA
SH1018,Rorya,Parokia,Ngasaro,Mkoma,2,continuous,2,NA,NA
SH1019,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,4,NA,NA
SH1020,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,2,15,5
SH1021,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,10,5
SH1022,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,3,5,30
SH1023,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,5,5
SH1024,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,8,NA,NA
SH1025,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1026,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1027,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1028,Rorya,Nyakato,Kabwana,Mkoma,2,continuous,1,2,15
SH1029,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,2,NA,NA
SH1029,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1030,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,2,20,30
SH1031,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,10,5
SH1032,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1033,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,10,60
SH1034,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,2,NA,NA
SH1035,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,2,5,30
SH1036,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1037,Rorya,Kabwana,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1038,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,1,NA,NA
SH1039,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,3,10,180
HS1040,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,1,10,10
SH1041,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,1,NA,NA
HS1042,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,2,20,5
HS1043,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,1,NA,NA
HS1044,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,1,NA,NA
HS1045,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,3,15,15
HS1041,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,2,NA,NA
HS104,Rorya,Nyakina,Kabwana,Mkoma,2,continuous,4,30,25
HS1751,Rorya,Nyabero,Bubombi,Bukura,3,continuous,1,NA,NA
HS1752,Rorya,Nyabero,Bubombi,Bukura,3,continuous,2,NA,NA
HS1753,Rorya,Nyabero,Bubombi,Bukura,3,continuous,3,NA,NA
HS1754,Rorya,Nyabero,Bubombi,Bukura,3,continuous,2,5,5
HS1755,Rorya,Nyabero,Bubombi,Bukura,3,continuous,2,NA,NA
HS1756,Rorya,Nyabero,Bubombi,Bukura,3,continuous,4,10,30
HS1757,Rorya,Nyabero,Bubombi,Bukura,3,continuous,2,NA,NA
HS1758,Rorya,Nyabero,Bubombi,Bukura,3,continuous,3,NA,NA
HS1759,Rorya,Nyabero,Bubombi,Bukura,3,continuous,3,NA,NA
HS1760,Rorya,Nyabero,Bubombi,Bukura,3,continuous,1,NA,NA
HS1761,Rorya,Kakoto,Bubombi,Bukura,3,continuous,3,10,20
HS1762,Rorya,Kakoto,Bubombi,Bukura,3,continuous,4,2,15
HS1763,Rorya,Kakoto,Bubombi,Bukura,3,continuous,1,3,120
HS1764,Rorya,Kakoto,Bubombi,Bukura,3,continuous,2,NA,NA
HS1765,Rorya,Kakoto,Bubombi,Bukura,3,continuous,2,20,30
HS1766,Rorya,Kakoto,Bubombi,Bukura,3,continuous,1,20,10
HS1767,Rorya,Kakoto,Bubombi,Bukura,3,continuous,2,NA,NA
HS1768,Rorya,Kakoto,Bubombi,Bukura,3,continuous,2,NA,NA
HS1769,Rorya,Kakoto,Bubombi,Bukura,3,continuous,1,NA,NA
HS1770,Rorya,Kakoto,Bubombi,Bukura,3,continuous,2,NA,NA
HS1771,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,2,20,60
HS1772,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,2,NA,NA
HS1773,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,NA,NA
HS1774,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,2,NA,NA
HS1775,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,2,NA,NA
HS1776,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,7,30
HS1777,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,NA,NA
HS1778,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,NA,NA
HS1779,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,NA,NA
HS1780,Rorya,Anyuongi,Bubombi,Bukura,3,continuous,1,NA,NA
HS0421,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0422,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,2,20,60
HS0423,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0424,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,3,NA,NA
HS0425,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,2,NA,NA
HS0426,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0427,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0428,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0429,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,NA,NA
HS0430,Butiama,Nyakagena,Bisarye,Masaba,0,pulse,1,15,120
HS0431,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,3,NA,NA
HS0432,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,1,NA,NA
HS0433,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0434,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,1,NA,NA
HS0435,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0436,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0437,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0438,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,3,NA,NA
HS0439,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0440,Butiama,Nyabitaramanka,Bisarye,Masaba,0,pulse,2,NA,NA
HS0441,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,2,NA,NA
HS0442,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,2,10,90
HS0443,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,NA,NA
HS0444,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,3,15,120
HS0445,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,NA,NA
HS0446,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,NA,NA
HS0447,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,7,20,60
HS0448,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,20,30
HS0449,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,NA,NA
HS0450,Butiama,Nyarwamono,Bisarye,Masaba,0,pulse,1,5,30
HS1782,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,9,10,5
HS0451,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,4,NA,NA
HS1781,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,2,NA,NA
HS0452,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS0453,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,3,NA,NA
HS0454,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,4,NA,NA
HS1810,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0455,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1809,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,2,NA,NA
HS0456,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1783,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0457,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1784,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0458,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1786,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,10,30
HS0459,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1785,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,2,NA,NA
HS0460,Butiama,Nyamaharaga,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1787,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,20,10
HS1788,Rorya,Under-Bay,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0461,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1789,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0462,Butiama,Binete,Kwigutu,Masaba,0,pulse,5,NA,NA
HS1808,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,15,4
HS0463,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1807,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0464,Butiama,Binete,Kwigutu,Masaba,0,pulse,2,NA,NA
HS1806,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0465,Butiama,Binete,Kwigutu,Masaba,0,pulse,3,NA,NA
HS0466,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1805,Rorya,Lwala,Kirongwe,Bukura,3,continuous,2,10,8
HS0467,Butiama,Binete,Kwigutu,Masaba,0,pulse,2,NA,NA
HS0468,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,15,180
HS1804,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,10,10
HS1803,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,15,4
HS0469,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,10,60
HS1802,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,NA,NA
HS1801,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,30,30
HS1800,Rorya,Lwala,Kirongwe,Bukura,3,continuous,1,5,4
HS0470,Butiama,Binete,Kwigutu,Masaba,0,pulse,1,NA,NA
HS0471,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,3,NA,NA
HS1791,Rorya,Kituo,Kirongwe,Bukura,3,continuous,1,NA,NA
HS1790,Rorya,Kituo,Kirongwe,Bukura,3,continuous,2,NA,NA
HS1792,Rorya,Kituo,Kirongwe,Bukura,3,continuous,3,5,4
HS0472,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,3,NA,NA
HS1793,Rorya,Kituo,Kirongwe,Bukura,3,continuous,1,10,4
HS0473,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,1,NA,NA
HS1794,Rorya,Kituo,Kirongwe,Bukura,3,continuous,2,20,2
HS0474,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,1,NA,NA
HS0475,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,3,30,60
HS0476,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,6,NA,NA
HS1795,Rorya,Kituo,Kirongwe,Bukura,3,continuous,2,NA,NA
HS0477,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,4,15,180
HS1796,Rorya,Kituo,Kirongwe,Bukura,3,continuous,3,NA,NA
HS0478,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,2,NA,NA
HS1797,Rorya,Kituo,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0479,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,3,NA,NA
HS1798,Rorya,Kituo,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0480,Butiama,Kukigumu,Kwigutu,Masaba,0,pulse,2,NA,NA
HS1799,Rorya,Kituo,Kirongwe,Bukura,3,continuous,1,NA,NA
HS0481,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,5,NA,NA
HS0482,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,3,NA,NA
HS0483,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,4,NA,NA
HS0484,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,3,NA,NA
HS0485,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,3,NA,NA
HS0486,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,4,NA,NA
HS0487,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,7,60,120
HS0488,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,2,NA,NA
HS1812,Rorya,Korino,Thabache,Bukura,3,continuous,1,NA,NA
HS0489,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,1,NA,NA
HS1811,Rorya,Korino,Thabache,Bukura,3,continuous,1,NA,NA
HS0490,Butiama,Nyabubumari,Nyansirori,Masaba,0,pulse,13,60,180
HS1813,Rorya,Korino,Thabache,Bukura,3,continuous,1,NA,NA
HS0491,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,3,NA,NA
HS1820,Rorya,Korino,Thabache,Bukura,3,continuous,2,NA,NA
HS1819,Rorya,Korino,Thabache,Bukura,3,continuous,1,5,8
HS1818,Rorya,Korino,Thabache,Bukura,3,continuous,1,NA,NA
HS0492,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,2,NA,NA
HS1817,Rorya,Korino,Thabache,Bukura,3,continuous,2,NA,NA
HS1816,Rorya,Korino,Thabache,Bukura,3,continuous,1,NA,NA
HS0493,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,1,NA,NA
HS0494,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,2,15,120
HS1815,Rorya,Korino,Thabache,Bukura,3,continuous,2,6,10
HS0495,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,1,NA,NA
HS1814,Rorya,Korino,Thabache,Bukura,3,continuous,3,NA,NA
HS0496,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,1,10,90
HS0497,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,1,NA,NA
HS0498,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,2,NA,NA
HS0499,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,3,10,60
HS1826,Rorya,Koyie,Thabache,Bukura,3,continuous,3,60,10
HS0500,Butiama,Nyansirori,Nyansirori,Masaba,0,pulse,2,NA,NA
HS1827,Rorya,Koyie,Thabache,Bukura,3,continuous,1,NA,NA
HS1750,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,4,15,30
HS1828,Rorya,Koyie,Thabache,Bukura,3,continuous,2,NA,NA
HS1749,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,1,NA,NA
HS1748,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,2,NA,NA
HS1829,Rorya,Koyie,Thabache,Bukura,3,continuous,3,NA,NA
HS1747,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,6,NA,NA
HS1746,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,1,NA,NA
HS1745,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,1,NA,NA
HS1830,Rorya,Koyie,Thabache,Bukura,3,continuous,1,NA,NA
HS1821,Rorya,Koyie,Thabache,Bukura,3,continuous,1,NA,NA
HS1744,Butiama,Mhurukole,Nyansirori,Masaba,0,pulse,2,NA,NA
HS1822,Rorya,Koyie,Thabache,Bukura,3,continuous,1,30,2
HS1823,Rorya,Koyie,Thabache,Bukura,3,continuous,1,NA,NA
HS1824,Rorya,Koyie,Thabache,Bukura,3,continuous,1,NA,NA
