household_ID,campaign_type,Strategy,RegionName.y,district,ward,village,sub_village,dog_total,number_dogs_seen,owner_recall_vacc,owner_recall_vacc_no,owner_recall_not_vacc_no,vacc_card_status,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,,variable,meaning
RCT1017,continuous,1,Mara,1,4,7,108,2,2,0,NA,2,,0,NA,,NA,,dog_total,total number of dog at the household
RCT1019,continuous,1,Mara,1,4,7,108,1,1,0,NA,1,,0,NA,,NA,,number_dogs_seen,number of dogs seen during the HH survey
RCT1020,continuous,1,Mara,1,4,7,108,2,0,1,2,0,1,0,NA,no,2,,owner_recall_vacc,whether the owner remember if dogs were vaccinated (1) or not (0)
RCT1021,continuous,1,Mara,1,4,7,108,4,0,0,NA,4,,0,NA,,NA,,owner_recall_vacc_no,the number of dogs that the owner remember were vaccinated
RCT1023,continuous,1,Mara,1,4,7,108,3,2,1,3,0,1,2,NA,no,3,,owner_recall_not_vacc_no,the number of dogs that the owner remember were not vaccinated
RCT1024,continuous,1,Mara,1,4,7,108,2,2,0,NA,2,,0,NA,,NA,,vacc_card_status,whether the vaccination card (s) is (are) available (1) or not (0)
RCT1013,continuous,1,Mara,1,4,7,75,2,2,0,NA,2,,0,NA,,NA,,microchip_scanned_dogs_yes,number of dogs scanned and have microchips
RCT1012,continuous,1,Mara,1,4,7,75,2,2,1,1,1,1,1,NA,no,1,,microchip_scanned_dogs_no,number of dogs scanned and have no microchips
RCT1009,continuous,1,Mara,1,4,7,75,1,1,1,1,0,1,1,NA,no,1,,vacc_dog_no_chip_status,number of dogs vaccinated (with certificates) but have no microchips
RCT1008,continuous,1,Mara,1,4,7,75,3,3,1,3,0,1,3,NA,no,3,,dogs_vacc_cert,number of dogs with vaccination cards
RCT1007,continuous,1,Mara,1,4,7,75,2,2,1,2,0,1,2,NA,no,2,,,
RCT1006,continuous,1,Mara,1,4,7,75,1,1,0,NA,1,,0,NA,,NA,,,
RCT1005,continuous,1,Mara,1,4,7,75,3,3,1,3,0,1,1,2,yes,3,,,
RCT1014,continuous,1,Mara,1,4,7,75,2,2,1,1,1,1,1,NA,no,1,,,
RCT1003,continuous,1,Mara,1,4,7,7,5,5,1,1,4,1,1,NA,no,1,,,
RCT1002,continuous,1,Mara,1,4,7,7,6,6,1,1,5,1,1,NA,no,1,,,
RCT1001,continuous,1,Mara,1,4,7,7,2,2,1,2,0,1,2,NA,no,2,,,
HS1903,continuous,1,Mara,1,4,7,7,3,3,1,3,0,1,3,NA,no,3,,,
HS1904,continuous,1,Mara,1,4,7,7,3,3,1,3,0,1,3,NA,no,3,,,
HS1906,continuous,1,Mara,1,4,7,7,1,1,1,1,0,1,1,NA,no,1,,,
HS1907,continuous,1,Mara,1,4,7,7,3,3,1,1,2,1,1,NA,no,1,,,
HS1908,continuous,1,Mara,1,4,7,7,1,1,1,1,0,1,1,NA,no,1,,,
HS1910,continuous,1,Mara,1,4,17,87,2,2,1,5,0,1,2,NA,no,2,,,
HS1918,continuous,1,Mara,1,4,17,87,3,3,1,1,2,1,1,NA,no,1,,,
HS1934,continuous,1,Mara,1,4,17,57,1,1,1,1,0,1,1,NA,no,1,,,
HS1935,continuous,1,Mara,1,4,17,57,1,1,0,NA,1,,0,NA,,NA,,,
HS1937,continuous,1,Mara,1,4,17,57,3,3,1,2,1,1,2,NA,no,2,,,
HS1938,continuous,1,Mara,1,4,17,57,2,2,1,2,0,1,2,NA,no,2,,,
HS1919,continuous,1,Mara,1,4,17,104,2,1,1,2,0,1,0,NA,no,2,,,
HS1920,continuous,1,Mara,1,4,17,104,2,2,1,1,1,1,1,NA,no,1,,,
HS1922,continuous,1,Mara,1,4,17,104,4,4,0,NA,4,,0,NA,,NA,,,
HS1923,continuous,1,Mara,1,4,17,104,5,5,1,1,4,1,1,NA,no,1,,,
HS1924,continuous,1,Mara,1,4,17,104,2,2,1,2,0,1,2,NA,no,0,,,
HS1925,continuous,1,Mara,1,4,17,104,2,2,1,2,0,1,2,NA,no,2,,,
HS1926,continuous,1,Mara,1,4,17,104,1,1,1,1,0,1,1,NA,no,1,,,
HS1927,continuous,1,Mara,1,4,17,104,1,1,0,NA,1,,0,NA,,NA,,,
HS1928,continuous,1,Mara,1,4,17,104,2,2,1,0,2,1,0,NA,no,2,,,
HS1939,continuous,1,Mara,1,4,20,62,2,2,1,2,0,1,2,NA,no,2,,,
HS1941,continuous,1,Mara,1,4,20,62,2,2,1,2,0,1,0,NA,no,2,,,
HS1942,continuous,1,Mara,1,4,20,62,1,0,1,1,0,1,0,NA,no,1,,,
HS1943,continuous,1,Mara,1,4,20,62,3,2,1,3,0,1,2,NA,no,3,,,
HS1944,continuous,1,Mara,1,4,20,62,2,2,1,0,2,0,0,NA,no,2,,,
HS1945,continuous,1,Mara,1,4,20,62,2,1,1,1,1,1,1,NA,no,1,,,
HS1946,continuous,1,Mara,1,4,20,62,7,7,1,1,6,1,1,NA,no,1,,,
HS1947,continuous,1,Mara,1,4,20,62,6,4,1,3,3,1,3,NA,no,3,,,
HS1948,continuous,1,Mara,1,4,20,62,4,2,0,NA,4,,0,NA,,NA,,,
HS1950,continuous,1,Mara,1,4,20,86,2,2,1,2,0,1,2,NA,no,2,,,
HS1951,continuous,1,Mara,1,4,20,86,2,1,1,3,0,1,1,NA,no,3,,,
HS1949,continuous,1,Mara,1,4,20,86,2,2,0,NA,2,,0,NA,,NA,,,
HS1963,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,1,NA,no,1,,,
HS1962,continuous,1,Mara,1,4,20,86,3,3,1,2,1,1,2,NA,no,1,,,
HS1961,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,1,NA,no,1,,,
HS1964,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,1,NA,no,1,,,
HS1966,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,0,NA,no,1,,,
HS1965,continuous,1,Mara,1,4,20,86,5,5,1,3,2,1,3,NA,no,3,,,
HS1874,continuous,1,Mara,1,4,20,86,3,3,1,2,1,1,2,1,yes,3,,,
HS1873,continuous,1,Mara,1,4,20,86,4,2,1,2,2,1,0,NA,no,0,,,
HS1953,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,1,NA,no,1,,,
HS1954,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,0,NA,no,1,,,
HS1955,continuous,1,Mara,1,4,20,86,10,10,0,NA,10,,0,NA,,NA,,,
HS1956,continuous,1,Mara,1,4,20,86,1,1,0,NA,1,,0,NA,,NA,,,
HS1957,continuous,1,Mara,1,4,20,86,1,1,1,1,0,1,1,NA,no,1,,,
HS1958,continuous,1,Mara,1,4,20,86,2,2,1,1,1,1,1,NA,no,1,,,
HS1976,continuous,1,Mara,1,4,22,55,2,1,1,2,0,1,0,NA,no,0,,,
HS1974,continuous,1,Mara,1,4,22,55,1,1,0,NA,1,,0,NA,,NA,,,
HS1973,continuous,1,Mara,1,4,22,55,1,1,1,1,0,1,0,NA,no,1,,,
HS1972,continuous,1,Mara,1,4,22,55,1,1,0,NA,1,,0,NA,,NA,,,
HS1971,continuous,1,Mara,1,4,22,55,2,2,1,2,1,1,1,NA,no,2,,,
HS1970,continuous,1,Mara,1,4,22,55,2,1,1,2,0,1,0,NA,no,2,,,
HS1969,continuous,1,Mara,1,4,22,55,4,3,1,2,2,1,2,NA,no,2,,,
HS1968,continuous,1,Mara,1,4,22,55,1,1,1,1,0,1,1,NA,no,1,,,
HS1967,continuous,1,Mara,1,4,22,55,5,3,1,5,0,1,3,NA,no,0,,,
HS1986,continuous,1,Mara,1,4,22,127,3,1,1,3,0,1,1,NA,no,3,,,
HS1987,continuous,1,Mara,1,4,22,127,4,1,unknown,NA,4,,0,NA,,NA,,,
HS1988,continuous,1,Mara,1,4,22,127,2,2,1,2,0,unknown,2,NA,no,2,,,
HS1996,continuous,1,Mara,1,4,22,127,2,2,1,2,0,1,2,NA,no,3,,,
HS1990,continuous,1,Mara,1,4,22,127,5,5,0,NA,5,,0,NA,,NA,,,
HS1991,continuous,1,Mara,1,4,22,127,2,2,0,NA,2,,0,NA,,NA,,,
HS1992,continuous,1,Mara,1,4,22,127,1,1,0,NA,1,,0,NA,,NA,,,
HS1993,continuous,1,Mara,1,4,22,127,1,1,1,1,0,1,0,NA,no,1,,,
HS1994,continuous,1,Mara,1,4,22,127,2,1,unknown,NA,0,,0,NA,,NA,,,
HS1995,continuous,1,Mara,1,4,22,127,1,1,1,1,0,1,1,NA,no,1,,,
HS1977,continuous,1,Mara,1,4,22,11,1,0,1,1,0,1,0,NA,no,1,,,
HS1978,continuous,1,Mara,1,4,22,11,2,2,1,1,1,1,1,NA,no,1,,,
HS1979,continuous,1,Mara,1,4,22,11,2,2,1,2,0,1,2,NA,no,1,,,
HS1980,continuous,1,Mara,1,4,22,11,2,2,1,2,0,1,2,NA,no,0,,,
HS1981,continuous,1,Mara,1,4,22,11,1,1,0,NA,1,,0,NA,,NA,,,
HS1982,continuous,1,Mara,1,4,22,11,3,3,1,3,0,1,3,NA,no,0,,,
HS1983,continuous,1,Mara,1,4,22,11,2,2,0,NA,2,,0,NA,,NA,,,
HS1984,continuous,1,Mara,1,4,22,11,4,2,1,4,0,1,2,NA,no,4,,,
HS1985,continuous,1,Mara,1,4,22,11,4,1,1,4,0,1,1,NA,no,4,,,
HS1989,continuous,1,Mara,1,4,22,11,2,2,1,2,0,1,2,NA,no,2,,,
RCT1035,continuous,3,Mara,1,9,34,54,3,3,1,2,1,1,2,NA,no,2,,,
RCT1034,continuous,3,Mara,1,9,34,54,4,4,1,4,0,1,4,NA,no,4,,,
RCT1033,continuous,3,Mara,1,9,34,54,1,1,1,1,0,1,1,NA,no,1,,,
RCT1032,continuous,3,Mara,1,9,34,54,3,2,1,1,2,1,0,NA,no,1,,,
RCT1045,continuous,3,Mara,1,9,34,97,1,1,1,1,0,1,1,NA,no,1,,,
RCT1044,continuous,3,Mara,1,9,34,97,3,2,1,1,2,0,1,NA,no,1,,,
RCT1043,continuous,3,Mara,1,9,34,97,1,1,0,NA,1,,0,NA,,NA,,,
RCT1042,continuous,3,Mara,1,9,34,97,1,1,0,NA,1,,0,NA,,NA,,,
RCT1041,continuous,3,Mara,1,9,34,97,2,2,1,2,2,1,0,NA,no,0,,,
RCT1040,continuous,3,Mara,1,9,34,97,4,3,1,3,1,1,2,NA,no,2,,,
RCT1039,continuous,3,Mara,1,9,34,97,4,3,1,2,2,1,2,NA,no,2,,,
RCT1038,continuous,3,Mara,1,9,34,97,3,2,1,2,1,1,2,NA,no,2,,,
RCT1037,continuous,3,Mara,1,9,34,97,1,1,0,NA,1,,0,NA,,NA,,,
RCT1036,continuous,3,Mara,1,9,34,97,4,3,1,3,1,1,3,NA,no,3,,,
RCT1055,continuous,3,Mara,1,9,34,53,1,1,1,1,0,1,1,NA,no,1,,,
RCT1054,continuous,3,Mara,1,9,34,53,1,1,1,1,0,1,1,NA,no,1,,,
RCT1053,continuous,3,Mara,1,9,34,53,1,1,1,1,0,1,1,NA,no,1,,,
RCT1052,continuous,3,Mara,1,9,34,53,2,2,1,2,0,1,2,NA,no,2,,,
RCT1051,continuous,3,Mara,1,9,34,53,2,2,1,1,1,1,1,1,yes,1,,,
RCT1050,continuous,3,Mara,1,9,34,53,1,1,1,1,0,1,1,NA,no,1,,,
RCT1049,continuous,3,Mara,1,9,34,53,3,3,1,1,2,1,1,NA,no,1,,,
RCT1048,continuous,3,Mara,1,9,34,53,3,3,1,1,2,1,1,NA,no,1,,,
RCT1047,continuous,3,Mara,1,9,34,53,1,1,1,1,0,1,1,NA,no,1,,,
RCT1046,continuous,3,Mara,1,9,34,53,3,3,1,3,0,0,3,NA,no,3,,,
RCT0520,continuous,3,Mara,1,9,39,117,6,5,1,3,3,1,3,NA,no,3,,,
RCT0519,continuous,3,Mara,1,9,39,117,1,1,0,NA,1,,0,NA,,NA,,,
RCT0518,continuous,3,Mara,1,9,39,117,1,1,0,NA,0,,0,NA,,NA,,,
RCT0517,continuous,3,Mara,1,9,39,117,1,1,1,1,0,1,1,NA,no,1,,,
RCT0516,continuous,3,Mara,1,9,39,117,1,1,1,1,0,1,1,NA,no,1,,,
RCT0515,continuous,3,Mara,1,9,39,117,1,1,1,1,0,1,1,NA,no,1,,,
RCT0514,continuous,3,Mara,1,9,39,117,5,5,1,2,3,1,2,3,yes,2,,,
RCT0513,continuous,3,Mara,1,9,39,117,1,1,0,NA,1,,0,NA,,NA,,,
RCT0512,continuous,3,Mara,1,9,39,117,1,1,1,1,0,1,1,NA,no,1,,,
RCT0511,continuous,3,Mara,1,9,39,117,2,2,1,1,1,1,1,NA,no,1,,,
RCT0510,continuous,3,Mara,1,9,39,129,1,1,1,1,0,1,1,NA,no,1,,,
RCT0509,continuous,3,Mara,1,9,39,129,2,2,1,2,0,unknown,0,2,yes,0,,,
RCT0508,continuous,3,Mara,1,9,39,129,4,4,1,3,1,1,2,1,yes,3,,,
RCT1085,continuous,3,Mara,1,9,32,0,2,2,1,2,0,1,2,NA,no,2,,,
RCT1084,continuous,3,Mara,1,9,32,0,1,1,1,1,0,1,1,NA,no,1,,,
RCT1083,continuous,3,Mara,1,9,32,0,3,3,1,1,2,1,1,NA,no,1,,,
RCT1082,continuous,3,Mara,1,9,32,0,2,2,1,2,0,1,2,NA,no,2,,,
RCT1081,continuous,3,Mara,1,9,32,0,2,2,1,2,0,1,2,NA,no,2,,,
RCT1080,continuous,3,Mara,1,9,32,0,6,1,1,1,5,1,1,NA,no,1,,,
RCT1079,continuous,3,Mara,1,9,32,0,1,1,0,NA,1,,0,NA,,NA,,,
RCT1078,continuous,3,Mara,1,9,32,0,1,1,1,1,0,1,0,NA,no,0,,,
RCT1077,continuous,3,Mara,1,9,32,0,1,1,1,1,1,0,1,NA,no,0,,,
RCT1056,continuous,3,Mara,1,9,32,0,2,2,1,2,0,1,2,NA,no,2,,,
RCT1076,continuous,3,Mara,1,9,32,125,2,2,1,1,1,1,1,NA,no,1,,,
RCT1075,continuous,3,Mara,1,9,32,125,1,1,1,1,0,1,1,NA,no,1,,,
RCT1074,continuous,3,Mara,1,9,32,125,3,2,1,2,0,1,2,NA,no,2,,,
RCT1073,continuous,3,Mara,1,9,32,125,1,1,1,1,0,1,1,NA,no,1,,,
RCT1072,continuous,3,Mara,1,9,32,125,8,8,1,4,4,1,4,NA,no,4,,,
RCT1071,continuous,3,Mara,1,9,32,125,1,1,1,1,0,1,1,NA,no,1,,,
RCT1070,continuous,3,Mara,1,9,32,125,1,1,1,1,0,0,1,NA,no,0,,,
RCT1069,continuous,3,Mara,1,9,32,125,4,4,1,4,0,1,4,NA,no,4,,,
RCT1068,continuous,3,Mara,1,9,32,125,4,4,1,4,0,1,4,NA,no,4,,,
RCT1067,continuous,3,Mara,1,9,32,125,2,2,0,NA,2,,0,NA,,NA,,,
RCT1066,continuous,3,Mara,1,9,32,66,3,3,1,3,0,1,3,NA,no,3,,,
RCT1065,continuous,3,Mara,1,9,32,66,1,1,1,1,0,1,1,NA,no,1,,,
RCT1064,continuous,3,Mara,1,9,32,66,2,2,1,2,0,1,2,NA,no,2,,,
RCT1063,continuous,3,Mara,1,9,32,66,5,5,0,NA,5,,0,NA,,NA,,,
RCT1062,continuous,3,Mara,1,9,32,66,2,2,1,1,0,1,1,NA,no,1,,,
RCT1061,continuous,3,Mara,1,9,32,66,3,3,1,3,0,1,3,NA,no,3,,,
RCT1060,continuous,3,Mara,1,9,32,66,1,1,1,1,0,1,1,NA,no,1,,,
RCT1059,continuous,3,Mara,1,9,32,66,3,3,1,3,0,1,3,NA,no,3,,,
RCT1058,continuous,3,Mara,1,9,32,66,1,1,0,NA,1,,0,NA,,NA,,,
RCT1057,continuous,3,Mara,1,9,32,66,1,1,1,1,0,1,1,NA,no,1,,,
RCT1093,continuous,2,Mara,1,1,29,107,2,2,1,2,0,1,2,NA,no,2,,,
RCT1095,continuous,2,Mara,1,1,29,107,1,1,1,1,0,1,1,NA,no,1,,,
RCT1094,continuous,2,Mara,1,1,29,107,2,2,0,NA,2,,0,NA,,NA,,,
RCT1092,continuous,2,Mara,1,1,29,107,1,1,1,1,0,1,1,NA,no,1,,,
RCT1091,continuous,2,Mara,1,1,29,107,1,1,1,1,0,1,1,NA,no,1,,,
RCT1090,continuous,2,Mara,1,1,29,107,2,2,1,2,0,1,2,NA,no,2,,,
RCT1089,continuous,2,Mara,1,1,29,107,1,1,0,NA,1,,0,NA,,NA,,,
RCT1088,continuous,2,Mara,1,1,29,107,1,1,1,1,0,1,1,NA,no,1,,,
RCT1087,continuous,2,Mara,1,1,29,107,12,12,1,6,0,1,6,NA,no,6,,,
RCT1086,continuous,2,Mara,1,1,29,107,1,1,1,1,0,1,1,NA,no,1,,,
RCT1105,continuous,2,Mara,1,1,29,52,2,2,1,2,0,1,2,NA,no,2,,,
RCT1104,continuous,2,Mara,1,1,29,52,1,1,0,NA,1,,0,NA,,NA,,,
RCT1103,continuous,2,Mara,1,1,29,52,1,1,1,1,0,1,1,NA,no,1,,,
RCT1102,continuous,2,Mara,1,1,29,52,2,2,1,2,0,1,2,NA,no,2,,,
RCT1101,continuous,2,Mara,1,1,29,52,1,1,0,NA,1,,0,NA,,NA,,,
RCT1100,continuous,2,Mara,1,1,29,52,1,1,1,1,0,0,1,NA,no,1,,,
RCT1099,continuous,2,Mara,1,1,29,52,2,2,0,NA,2,,0,NA,,NA,,,
RCT1098,continuous,2,Mara,1,1,29,52,3,1,0,NA,3,,0,NA,,NA,,,
RCT1097,continuous,2,Mara,1,1,29,52,1,1,1,1,0,1,1,NA,no,1,,,
RCT1096,continuous,2,Mara,1,1,29,52,4,0,1,4,0,1,0,NA,no,4,,,
RCT1115,continuous,2,Mara,1,1,29,110,2,2,0,NA,2,,0,NA,,NA,,,
RCT1114,continuous,2,Mara,1,1,29,110,2,2,0,NA,2,,0,NA,,NA,,,
RCT1113,continuous,2,Mara,1,1,29,110,1,1,1,1,0,1,1,NA,no,1,,,
RCT1112,continuous,2,Mara,1,1,29,110,1,1,1,1,0,1,1,NA,no,1,,,
RCT1111,continuous,2,Mara,1,1,29,110,3,2,1,2,1,1,2,NA,no,2,,,
RCT1110,continuous,2,Mara,1,1,29,110,2,2,0,NA,2,,0,NA,,NA,,,
RCT1109,continuous,2,Mara,1,1,29,110,2,2,0,NA,2,,0,NA,,NA,,,
RCT1108,continuous,2,Mara,1,1,29,110,3,3,1,3,0,1,3,NA,no,3,,,
RCT1107,continuous,2,Mara,1,1,29,110,2,2,1,1,1,1,1,NA,no,1,,,
RCT1106,continuous,2,Mara,1,1,29,110,3,3,0,NA,3,,0,NA,,NA,,,
RCT1125,continuous,2,Mara,1,1,27,105,1,1,1,1,0,1,1,NA,no,1,,,
RCT1124,continuous,2,Mara,1,1,27,105,2,2,1,1,1,1,1,NA,no,1,,,
RCT1123,continuous,2,Mara,1,1,27,105,1,1,1,1,0,1,1,NA,no,1,,,
RCT1122,continuous,2,Mara,1,1,27,105,1,1,1,1,1,1,1,NA,no,1,,,
RCT1121,continuous,2,Mara,1,1,27,105,1,1,0,NA,0,,1,NA,,NA,,,
RCT1120,continuous,2,Mara,1,1,27,105,1,1,1,1,0,1,1,NA,no,1,,,
RCT1119,continuous,2,Mara,1,1,27,105,1,1,1,1,0,1,1,NA,no,1,,,
RCT1118,continuous,2,Mara,1,1,27,105,1,1,1,1,0,1,1,NA,no,1,,,
RCT1117,continuous,2,Mara,1,1,27,105,1,1,1,1,0,0,0,NA,no,0,,,
RCh1106,continuous,2,Mara,1,1,27,105,2,2,1,2,0,1,2,NA,no,2,,,
RCT1135,continuous,2,Mara,1,1,27,102,4,2,1,2,2,1,2,NA,no,2,,,
RCT1134,continuous,2,Mara,1,1,27,102,1,1,1,1,0,0,1,NA,no,0,,,
RCT1133,continuous,2,Mara,1,1,27,102,2,2,0,NA,2,,0,NA,,NA,,,
RCT1132,continuous,2,Mara,1,1,27,102,3,3,1,3,0,1,3,NA,no,3,,,
RCT1131,continuous,2,Mara,1,1,27,102,2,2,1,2,0,1,2,NA,no,2,,,
RCT1130,continuous,2,Mara,1,1,27,102,1,1,1,1,0,1,1,NA,no,1,,,
RCT1129,continuous,2,Mara,1,1,27,102,1,1,1,1,0,1,1,NA,no,1,,,
RCT1128,continuous,2,Mara,1,1,27,102,2,2,1,2,0,1,2,NA,no,2,,,
RCT1127,continuous,2,Mara,1,1,27,102,2,2,1,2,0,1,2,NA,no,2,,,
RCT1126,continuous,2,Mara,1,1,27,102,1,0,unknown,NA,1,,0,NA,,NA,,,
RCT1145,continuous,2,Mara,1,1,27,99,1,1,1,1,0,1,1,NA,no,1,,,
RCT1144,continuous,2,Mara,1,1,27,99,3,3,1,3,0,0,3,NA,no,3,,,
RCT1143,continuous,2,Mara,1,1,27,99,1,1,1,1,0,0,1,NA,no,1,,,
RCT1142,continuous,2,Mara,1,1,27,99,2,2,1,2,0,1,2,NA,no,2,,,
RCT1141,continuous,2,Mara,1,1,27,99,3,3,1,3,0,1,3,NA,no,3,,,
RCT1140,continuous,2,Mara,1,1,27,99,1,1,1,1,0,1,1,NA,no,1,,,
RCT1138,continuous,2,Mara,1,1,27,99,4,4,1,4,0,1,4,NA,no,4,,,
RCT1137,continuous,2,Mara,1,1,27,99,1,1,unknown,NA,1,,0,NA,,NA,,,
RCT1136,continuous,2,Mara,1,1,27,99,1,1,1,1,0,1,1,NA,no,1,,,
RCT1150,continuous,2,Mara,1,1,1,4,4,4,1,1,3,1,1,NA,no,1,,,
RCT1150,continuous,2,Mara,1,1,1,4,2,2,1,2,0,1,1,NA,no,2,,,
RCT1149,continuous,2,Mara,1,1,1,4,1,0,1,1,0,1,0,NA,no,1,,,
RCT1148,continuous,2,Mara,1,1,1,4,2,2,1,2,0,1,2,NA,no,2,,,
RCT1147,continuous,2,Mara,1,1,1,4,3,3,1,1,2,1,1,NA,no,1,,,
RCT1147,continuous,2,Mara,1,1,1,4,2,2,1,2,0,1,2,NA,no,2,,,
RCT1146,continuous,2,Mara,1,1,1,4,3,3,1,3,1,1,2,NA,no,2,,,
RCT1146,continuous,2,Mara,1,1,1,4,3,3,1,3,1,0,2,NA,no,0,,,
RCT0060,pulse,0,Mara,0,0,0,90,2,2,0,NA,2,,0,NA,,NA,,,
RCT0059,pulse,0,Mara,0,0,0,90,2,2,1,2,0,1,0,NA,no,2,,,
RCT0058,pulse,0,Mara,0,0,0,90,2,2,1,2,0,1,2,NA,no,2,,,
RCT0057,pulse,0,Mara,0,0,0,90,5,3,1,2,3,1,0,NA,no,2,,,
RCT0056,pulse,0,Mara,0,0,0,90,1,1,0,NA,1,,0,NA,,NA,,,
RCT0055,pulse,0,Mara,0,0,0,90,3,3,1,3,0,1,3,NA,no,3,,,
RCT0054,pulse,0,Mara,0,0,0,90,1,1,1,1,0,1,1,NA,no,1,,,
RCT0053,pulse,0,Mara,0,0,0,90,2,2,1,2,0,1,2,NA,no,2,,,
RCT0052,pulse,0,Mara,0,0,0,90,3,3,1,2,0,1,0,NA,no,2,,,
RCT0051,pulse,0,Mara,0,0,0,90,1,1,1,1,0,1,1,NA,no,1,,,
RCT0050,pulse,0,Mara,0,0,0,58,1,1,1,1,0,1,1,NA,no,1,,,
