household_ID,campaign_type,Strategy,RegionName.y,district,ward,village,sub_village,dog_total,number_dogs_seen,owner_recall_vacc,owner_recall_vacc_no,owner_recall_not_vacc_no,vacc_card_status,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,,variable,meaning
RCT0815,continuous,3,Mara,2,7,18,114,3,3,1,2,1,1,2,NA,no,2,,,
RCT0814,continuous,3,Mara,2,7,18,114,1,1,1,1,0,1,1,NA,no,1,,,
RCT0813,continuous,3,Mara,2,7,18,114,1,1,0,NA,1,,0,NA,,NA,,,
RCT0812,continuous,3,Mara,2,7,18,114,2,2,1,1,1,1,1,NA,no,1,,,
RCT0811,continuous,3,Mara,2,7,18,114,3,3,1,1,2,1,1,NA,no,1,,,
RCT0840,continuous,3,Mara,2,7,21,88,8,8,1,2,6,1,2,NA,no,2,,,
RCT0839,continuous,3,Mara,2,7,21,88,1,1,1,1,0,1,1,NA,no,1,,,
RCT0838,continuous,3,Mara,2,7,21,88,3,3,1,2,1,1,2,NA,no,2,,,
RCT0837,continuous,3,Mara,2,7,21,88,3,3,0,NA,3,,0,NA,,NA,,,
RCT0836,continuous,3,Mara,2,7,21,88,1,1,0,NA,1,,0,NA,,NA,,,
RCT0835,continuous,3,Mara,2,7,21,88,2,2,0,NA,2,,0,NA,,NA,,,
RCT0834,continuous,3,Mara,2,7,21,88,1,1,1,1,0,1,1,NA,no,1,,,
RCT0833,continuous,3,Mara,2,7,21,88,2,1,1,1,1,1,1,NA,no,1,,,
RCT0832,continuous,3,Mara,2,7,21,88,1,1,0,NA,1,,0,NA,,NA,,,
RCT0831,continuous,3,Mara,2,7,21,88,4,4,1,4,0,1,4,NA,no,4,,,
RCT0830,continuous,3,Mara,2,7,18,67,3,3,1,3,0,1,3,NA,no,3,,,
RCT0829,continuous,3,Mara,2,7,18,67,1,1,1,1,0,1,1,NA,no,1,,,
RCT0828,continuous,3,Mara,2,7,18,67,3,3,1,1,2,1,1,NA,no,1,,,
RCT0827,continuous,3,Mara,2,7,18,67,8,8,1,1,0,1,1,NA,no,1,,,
RCT0826,continuous,3,Mara,2,7,18,67,1,1,0,NA,1,,0,NA,,NA,,,
RCT0825,continuous,3,Mara,2,7,18,67,1,1,0,NA,1,,0,NA,,NA,,,
RCT0824,continuous,3,Mara,2,7,18,67,2,2,0,NA,2,,0,NA,,NA,,,
RCT0823,continuous,3,Mara,2,7,18,67,4,4,1,4,0,1,4,NA,no,0,,,
RCT0822,continuous,3,Mara,2,7,18,67,3,3,1,2,1,1,2,NA,no,2,,,
RCT0821,continuous,3,Mara,2,7,18,67,4,4,1,2,2,1,2,NA,no,2,,,
RCT0850,continuous,3,Mara,2,7,21,16,3,3,1,2,1,1,2,NA,no,2,,,
RCT0849,continuous,3,Mara,2,7,21,16,3,2,1,2,1,1,2,NA,no,2,,,
RCT0848,continuous,3,Mara,2,7,21,16,5,5,1,3,2,1,3,NA,no,3,,,
RCT0847,continuous,3,Mara,2,7,21,16,2,4,1,2,2,1,2,NA,no,2,,,
RCT0846,continuous,3,Mara,2,7,21,16,3,3,0,NA,3,,0,NA,,NA,,,
RCT0845,continuous,3,Mara,2,7,21,16,5,5,1,5,0,1,5,NA,no,5,,,
RCT0844,continuous,3,Mara,2,7,21,16,1,1,0,NA,1,,0,NA,,NA,,,
RCT0843,continuous,3,Mara,2,7,21,16,4,4,1,3,1,1,3,NA,no,3,,,
RCT0842,continuous,3,Mara,2,7,21,16,9,9,1,3,6,1,3,NA,no,0,,,
RCT0841,continuous,3,Mara,2,7,21,16,1,1,1,1,0,1,1,NA,no,1,,,
RCT0190,continuous,3,Mara,0,2,2,19,1,1,1,1,0,1,1,NA,no,1,,,
RCT0189,continuous,3,Mara,0,2,2,19,2,2,1,2,0,unknown,2,NA,no,0,,,
RCT0188,continuous,3,Mara,0,2,2,19,1,1,1,1,0,1,1,NA,no,1,,,
RCT0187,continuous,3,Mara,0,2,2,19,1,1,1,1,0,1,0,NA,no,1,,,
RCT0186,continuous,3,Mara,0,2,2,19,2,2,1,2,0,1,2,NA,no,2,,,
RCT0185,continuous,3,Mara,0,2,2,19,3,3,1,2,1,1,2,NA,no,2,,,
RCT0184,continuous,3,Mara,0,2,2,19,1,1,0,NA,1,,0,NA,,NA,,,
RCT0183,continuous,3,Mara,0,2,2,19,1,1,0,NA,1,,0,NA,,NA,,,
RCT0182,continuous,3,Mara,0,2,2,19,1,1,1,1,0,1,1,NA,no,1,,,
RCT0210,continuous,3,Mara,0,2,2,2,3,3,1,3,0,1,0,NA,no,3,,,
RCT0181,continuous,3,Mara,0,2,2,19,3,1,1,3,0,1,1,NA,no,3,,,
RCT0209,continuous,3,Mara,0,2,2,2,2,2,1,2,0,1,2,NA,no,2,,,
RCT0208,continuous,3,Mara,0,2,2,2,2,2,1,2,0,1,2,NA,no,2,,,
RCT0200,continuous,3,Mara,0,2,2,25,2,0,1,2,0,1,0,NA,no,2,,,
RCT0207,continuous,3,Mara,0,2,2,2,2,2,1,1,1,1,1,NA,no,1,,,
RCT0199,continuous,3,Mara,0,2,2,25,2,2,1,2,0,0,2,NA,no,0,,,
RCT0198,continuous,3,Mara,0,2,2,25,1,1,1,1,0,1,1,NA,no,1,,,
RCT0206,continuous,3,Mara,0,2,2,2,1,0,1,1,0,0,0,NA,no,0,,,
RCT0205,continuous,3,Mara,0,2,2,2,2,2,1,1,1,1,1,NA,no,1,,,
RCT0197,continuous,3,Mara,0,2,2,25,1,1,0,NA,1,,0,NA,,NA,,,
RCT0204,continuous,3,Mara,0,2,2,2,2,1,1,1,1,0,0,NA,no,0,,,
RCT0196,continuous,3,Mara,0,2,2,25,1,1,1,1,0,1,1,NA,no,0,,,
RCT0203,continuous,3,Mara,0,2,2,2,1,0,1,1,0,1,0,NA,no,1,,,
RCT0195,continuous,3,Mara,0,2,2,25,4,4,1,2,2,1,2,NA,no,2,,,
RCT0202,continuous,3,Mara,0,2,2,2,1,1,1,1,0,0,1,NA,no,0,,,
RCT0194,continuous,3,Mara,0,2,2,25,2,2,1,2,0,1,2,NA,no,2,,,
RCT0193,continuous,3,Mara,0,2,2,25,2,1,1,1,1,1,0,NA,no,1,,,
RCT0201,continuous,3,Mara,0,2,2,2,2,2,1,2,0,0,2,NA,no,0,,,
RCT0192,continuous,3,Mara,0,2,2,25,1,0,1,1,0,1,0,NA,no,1,,,
RCT0191,continuous,3,Mara,0,2,2,25,1,1,1,1,0,1,1,NA,no,1,,,
RCT1262,pulse,0,Mara,1,3,6,119,1,1,1,1,0,1,1,1,yes,1,,,
RCT1261,pulse,0,Mara,1,3,6,119,2,1,1,2,0,1,2,NA,no,2,,,
RCT1260,pulse,0,Mara,1,3,6,119,1,1,0,NA,1,,1,NA,,NA,,,
RCT1259,pulse,0,Mara,1,3,6,119,2,2,1,2,1,1,1,1,yes,1,,,
RCT1258,pulse,0,Mara,1,3,6,119,2,2,1,2,1,1,1,NA,no,1,,,
RCT1257,pulse,0,Mara,1,3,6,119,1,1,1,1,0,1,1,NA,no,1,,,
RCT1256,pulse,0,Mara,1,3,6,119,1,1,0,NA,1,,1,NA,,NA,,,
RCT1255,pulse,0,Mara,1,3,6,119,6,2,1,2,0,1,1,NA,no,2,,,
RCT1254,pulse,0,Mara,1,3,6,119,1,1,1,1,0,1,0,1,yes,1,,,
RCT1232,pulse,0,Mara,1,3,6,119,1,1,0,NA,1,,0,NA,,NA,,,
RCT1242,pulse,0,Mara,1,3,6,126,1,1,1,1,0,0,1,NA,no,0,,,
RCT1241,pulse,0,Mara,1,3,6,126,4,3,1,2,2,1,0,NA,no,2,,,
RCT1252,pulse,0,Mara,1,3,6,124,1,1,1,1,0,1,1,NA,no,1,,,
RCT1251,pulse,0,Mara,1,3,6,124,3,3,1,3,0,1,1,NA,no,3,,,
RCT1250,pulse,0,Mara,1,3,6,124,1,1,1,1,0,1,1,NA,no,1,,,
RCT1249,pulse,0,Mara,1,3,6,124,1,1,0,NA,1,,0,NA,,NA,,,
RCT1248,pulse,0,Mara,1,3,6,124,1,1,0,NA,1,,0,NA,,NA,,,
RCT1247,pulse,0,Mara,1,3,6,124,3,3,1,1,2,1,1,NA,no,1,,,
RCT1246,pulse,0,Mara,1,3,6,124,1,1,1,1,0,1,1,NA,no,1,,,
RCT1245,pulse,0,Mara,1,3,6,124,1,1,0,NA,1,,0,NA,,NA,,,
RCT1244,pulse,0,Mara,1,3,6,124,7,7,1,1,0,1,1,NA,no,1,,,
RCT1243,pulse,0,Mara,1,3,6,124,2,2,1,1,1,1,1,NA,no,1,,,
RCT0860,continuous,3,Mara,2,7,21,36,2,2,1,2,0,1,2,NA,no,2,,,
RCT0859,continuous,3,Mara,2,7,21,36,5,5,1,2,3,1,2,NA,no,2,,,
RCT0858,continuous,3,Mara,2,7,21,36,3,3,1,3,0,1,3,NA,no,3,,,
RCT0857,continuous,3,Mara,2,7,21,36,2,2,0,NA,2,,0,NA,,NA,,,
RCT0856,continuous,3,Mara,2,7,21,36,3,3,1,3,0,1,3,NA,no,3,,,
RCT0855,continuous,3,Mara,2,7,21,36,1,1,1,1,0,1,1,NA,no,1,,,
RCT0854,continuous,3,Mara,2,7,21,36,1,1,1,1,0,1,1,NA,no,1,,,
RCT0853,continuous,3,Mara,2,7,21,36,3,3,1,3,0,1,3,NA,no,3,,,
RCT0852,continuous,3,Mara,2,7,21,36,1,1,0,NA,1,,0,NA,,NA,,,
RCT0851,continuous,3,Mara,2,7,21,36,3,3,1,3,0,1,3,NA,no,3,,,
RCT0870,pulse,0,Mara,2,10,33,74,3,3,0,NA,3,,0,NA,,NA,,,
RCT0869,pulse,0,Mara,2,10,33,74,3,3,0,NA,3,,0,NA,,NA,,,
RCT0868,pulse,0,Mara,2,10,33,74,1,1,0,NA,1,,0,NA,,NA,,,
RCT0867,pulse,0,Mara,2,10,33,74,2,2,0,NA,2,,0,NA,,NA,,,
RCT0866,pulse,0,Mara,2,10,33,74,1,1,0,NA,1,,0,NA,,NA,,,
RCT0865,pulse,0,Mara,2,10,33,74,3,0,0,NA,3,,0,NA,,NA,,,
RCT0864,pulse,0,Mara,2,10,33,74,1,1,0,NA,1,,0,NA,,NA,,,
RCT0863,pulse,0,Mara,2,10,33,74,5,5,0,NA,5,,0,NA,,NA,,,
RCT0862,pulse,0,Mara,2,10,33,74,2,2,0,NA,2,,0,NA,,NA,,,
RCT0861,pulse,0,Mara,2,10,33,74,3,3,0,NA,3,,0,NA,,NA,,,
RCT0880,pulse,0,Mara,2,10,33,92,11,11,1,1,10,1,1,NA,no,1,,,
RCT0879,pulse,0,Mara,2,10,33,92,1,1,0,NA,1,,0,NA,,NA,,,
RCT0878,pulse,0,Mara,2,10,33,92,1,1,1,1,0,1,1,NA,no,1,,,
RCT0877,pulse,0,Mara,2,10,33,92,3,3,1,2,1,1,2,NA,no,2,,,
RCT0876,pulse,0,Mara,2,10,33,92,3,3,0,NA,3,,0,NA,,NA,,,
RCT0875,pulse,0,Mara,2,10,33,92,3,3,0,NA,3,,0,NA,,NA,,,
RCT0874,pulse,0,Mara,2,10,33,92,2,2,0,NA,2,,0,NA,,NA,,,
RCT0873,pulse,0,Mara,2,10,33,92,1,1,0,NA,1,,0,NA,,NA,,,
RCT0872,pulse,0,Mara,2,10,33,92,2,2,0,NA,2,,0,NA,,NA,,,
RCT0871,pulse,0,Mara,2,10,33,92,1,1,0,NA,1,,0,NA,,NA,,,
RCT0240,continuous,3,Mara,0,2,4,120,2,2,1,2,0,0,2,NA,no,0,,,
RCT0239,continuous,3,Mara,0,2,4,120,8,8,1,1,7,1,1,NA,no,1,,,
RCT0238,continuous,3,Mara,0,2,4,120,1,0,1,1,0,1,0,NA,no,1,,,
RCT0237,continuous,3,Mara,0,2,4,120,2,2,1,2,0,0,2,NA,no,0,,,
RCT0236,continuous,3,Mara,0,2,4,120,1,0,1,1,0,1,0,NA,no,1,,,
RCT0235,continuous,3,Mara,0,2,4,120,1,1,1,1,0,0,1,NA,no,0,,,
RCT0234,continuous,3,Mara,0,2,4,120,1,1,0,NA,1,,0,NA,,NA,,,
RCT0233,continuous,3,Mara,0,2,4,120,1,1,1,1,0,1,1,NA,no,1,,,
RCT0232,continuous,3,Mara,0,2,4,120,1,0,0,NA,1,,0,NA,,NA,,,
RCT0231,continuous,3,Mara,0,2,4,120,2,2,1,2,0,1,2,NA,no,2,,,
RCT0230,continuous,3,Mara,0,2,4,77,1,1,0,NA,1,,0,NA,,NA,,,
RCT0229,continuous,3,Mara,0,2,4,77,1,1,0,NA,1,,0,NA,,NA,,,
RCT0228,continuous,3,Mara,0,2,4,77,2,2,1,1,1,1,1,NA,no,1,,,
RCT0227,continuous,3,Mara,0,2,4,77,1,0,1,1,0,1,0,NA,no,1,,,
RCT0226,continuous,3,Mara,0,2,4,77,2,0,1,2,0,1,0,NA,no,2,,,
RCT0225,continuous,3,Mara,0,2,4,77,1,0,1,1,0,1,0,NA,no,1,,,
RCT0224,continuous,3,Mara,0,2,4,77,1,1,1,1,0,1,0,NA,no,1,,,
RCT0223,continuous,3,Mara,0,2,4,77,3,3,1,3,0,0,3,NA,no,0,,,
RCT0222,continuous,3,Mara,0,2,4,77,2,2,1,2,0,1,2,NA,no,2,,,
RCT0221,continuous,3,Mara,0,2,4,77,3,0,1,3,0,0,0,NA,no,0,,,
RCT0220,continuous,3,Mara,0,2,4,61,1,0,1,1,0,0,0,NA,no,0,,,
RCT0219,continuous,3,Mara,0,2,4,61,1,1,0,NA,1,,0,NA,,NA,,,
RCT0218,continuous,3,Mara,0,2,4,61,1,1,0,NA,1,,0,NA,,NA,,,
RCT0217,continuous,3,Mara,0,2,4,61,2,2,1,2,0,0,2,NA,no,0,,,
RCT0216,continuous,3,Mara,0,2,4,61,1,1,1,1,0,1,1,NA,no,1,,,
RCT0215,continuous,3,Mara,0,2,4,61,2,1,1,1,1,1,1,NA,no,1,,,
RCT0214,continuous,3,Mara,0,2,4,61,2,2,1,2,0,0,2,NA,no,0,,,
RCT0213,continuous,3,Mara,0,2,4,61,2,1,1,2,0,1,1,NA,no,2,,,
RCT0212,continuous,3,Mara,0,2,4,61,1,1,1,1,0,0,1,NA,no,0,,,
RCT0211,continuous,3,Mara,0,2,4,61,1,1,1,1,0,1,1,NA,no,1,,,
RCT0890,pulse,0,Mara,2,10,33,47,2,2,0,NA,2,,0,NA,,NA,,,
RCT0889,pulse,0,Mara,2,10,33,47,4,4,0,NA,4,,0,NA,,NA,,,
RCT0888,pulse,0,Mara,2,10,33,47,1,1,0,NA,1,,0,NA,,NA,,,
RCT0887,pulse,0,Mara,2,10,33,47,3,3,0,NA,3,,0,NA,,NA,,,
RCT0886,pulse,0,Mara,2,10,33,47,2,2,0,NA,2,,0,NA,,NA,,,
RCT0885,pulse,0,Mara,2,10,33,47,2,2,0,NA,2,,0,NA,,NA,,,
RCT0884,pulse,0,Mara,2,10,33,47,3,3,0,NA,3,,0,NA,,NA,,,
RCT0883,pulse,0,Mara,2,10,33,47,4,4,0,NA,4,,0,NA,,NA,,,
RCT0882,pulse,0,Mara,2,10,33,47,1,1,0,NA,1,,0,NA,,NA,,,
RCT0881,pulse,0,Mara,2,10,33,47,5,5,0,NA,5,,0,NA,,NA,,,
RCT0900,pulse,0,Mara,2,10,36,94,3,3,0,NA,3,,0,NA,,NA,,,
RCT0899,pulse,0,Mara,2,10,36,94,4,4,1,1,3,1,1,NA,no,1,,,
RCT0898,pulse,0,Mara,2,10,36,94,2,2,0,NA,2,,0,NA,,NA,,,
RCT0897,pulse,0,Mara,2,10,36,94,5,5,1,1,4,1,1,NA,no,1,,,
RCT0896,pulse,0,Mara,2,10,36,94,4,4,0,NA,4,,0,NA,,NA,,,
RCT0895,pulse,0,Mara,2,10,36,94,2,2,0,NA,2,,0,NA,,NA,,,
RCT0894,pulse,0,Mara,2,10,36,94,2,2,0,NA,2,,0,NA,,NA,,,
RCT0893,pulse,0,Mara,2,10,36,94,1,1,0,NA,1,,0,NA,,NA,,,
RCT0892,pulse,0,Mara,2,10,36,94,1,1,0,NA,1,,0,NA,,NA,,,
RCT0891,pulse,0,Mara,2,10,36,94,1,1,1,1,0,1,1,NA,no,1,,,
RCT0910,pulse,0,Mara,2,10,36,89,4,4,1,2,2,1,2,NA,no,2,,,
RCT0909,pulse,0,Mara,2,10,36,89,2,2,1,1,1,1,1,NA,no,1,,,
RCT0908,pulse,0,Mara,2,10,36,89,2,2,0,NA,2,,0,NA,,NA,,,
RCT0907,pulse,0,Mara,2,10,36,89,2,2,0,NA,2,,0,NA,,NA,,,
RCT0906,pulse,0,Mara,2,10,36,89,2,2,0,NA,2,,0,NA,,NA,,,
RCT0905,pulse,0,Mara,2,10,36,89,1,1,1,1,0,1,1,NA,no,1,,,
RCT0904,pulse,0,Mara,2,10,36,89,1,1,0,NA,1,,0,NA,,NA,,,
RCT0903,pulse,0,Mara,2,10,36,89,2,2,0,NA,2,,0,NA,,NA,,,
RCT0902,pulse,0,Mara,2,10,36,89,1,1,1,1,0,1,1,NA,no,1,,,
RCT0901,pulse,0,Mara,2,10,36,89,3,3,1,2,1,1,2,NA,no,2,,,
RCT0270,continuous,1,Mara,0,6,16,38,2,2,1,1,1,1,1,NA,no,1,,,
RCT0269,continuous,1,Mara,0,6,16,38,1,1,1,1,0,1,1,NA,no,1,,,
RCT0268,continuous,1,Mara,0,6,16,38,1,1,0,NA,1,,0,NA,,NA,,,
RCT0267,continuous,1,Mara,0,6,16,38,1,1,0,NA,1,,0,NA,,NA,,,
RCT0266,continuous,1,Mara,0,6,16,38,1,1,1,1,0,1,1,NA,no,1,,,
RCT0265,continuous,1,Mara,0,6,16,38,2,2,1,1,1,1,1,NA,no,1,,,
RCT0264,continuous,1,Mara,0,6,16,38,1,1,1,1,0,1,1,NA,no,1,,,
RCT0263,continuous,1,Mara,0,6,16,38,3,2,1,2,1,1,2,NA,no,2,,,
RCT0262,continuous,1,Mara,0,6,16,38,1,1,1,1,0,1,1,NA,no,1,,,
RCT0261,continuous,1,Mara,0,6,16,38,1,1,1,1,0,1,1,NA,no,1,,,
RCT0260,continuous,1,Mara,0,6,16,80,1,1,0,NA,1,,0,NA,,NA,,,
RCT0259,continuous,1,Mara,0,6,16,80,2,2,1,2,0,1,2,NA,no,2,,,
RCT0258,continuous,1,Mara,0,6,16,80,1,1,1,1,0,1,1,NA,no,1,,,
RCT0257,continuous,1,Mara,0,6,16,80,1,1,1,1,0,1,1,NA,no,1,,,
RCT0256,continuous,1,Mara,0,6,16,80,2,2,1,2,0,1,2,NA,no,2,,,
RCT0255,continuous,1,Mara,0,6,16,80,3,3,1,3,0,1,3,NA,no,3,,,
RCT0254,continuous,1,Mara,0,6,16,80,6,6,1,6,0,1,6,NA,no,6,,,
RCT0253,continuous,1,Mara,0,6,16,80,3,3,1,3,0,1,3,NA,no,3,,,
RCT0252,continuous,1,Mara,0,6,16,80,1,1,1,1,0,1,1,NA,no,1,,,
RCT0251,continuous,1,Mara,0,6,16,80,2,2,1,2,0,1,2,NA,no,2,,,
RCT0250,continuous,1,Mara,0,6,16,72,9,2,1,2,7,1,2,NA,no,2,,,
RCT0249,continuous,1,Mara,0,6,16,72,1,1,1,1,0,1,1,NA,no,1,,,
RCT0248,continuous,1,Mara,0,6,16,72,3,3,1,3,0,1,3,NA,no,3,,,
RCT0247,continuous,1,Mara,0,6,16,72,4,2,1,2,2,1,2,NA,no,2,,,
RCT0246,continuous,1,Mara,0,6,16,72,4,1,1,1,3,1,1,NA,no,1,,,
RCT0245,continuous,1,Mara,0,6,16,72,2,1,1,1,1,1,1,NA,no,1,,,
RCT0244,continuous,1,Mara,0,6,16,72,7,3,1,3,4,1,3,NA,no,3,,,
RCT0243,continuous,1,Mara,0,6,16,72,1,1,1,1,0,1,1,NA,no,1,,,
RCT0242,continuous,1,Mara,0,6,16,72,2,2,1,2,0,1,2,NA,no,2,,,
RCT0241,continuous,1,Mara,0,6,16,72,1,1,1,1,0,1,1,NA,no,1,,,
RCT0920,pulse,0,Mara,2,10,36,8,1,1,0,NA,1,,0,NA,,NA,,,
RCT0919,pulse,0,Mara,2,10,36,8,1,1,0,NA,1,,0,NA,,NA,,,
RCT0918,pulse,0,Mara,2,10,36,8,3,3,0,NA,3,,0,NA,,NA,,,
RCT0916,pulse,0,Mara,2,10,36,8,1,1,0,NA,1,,0,NA,,NA,,,
RCT0915,pulse,0,Mara,2,10,36,8,3,3,1,1,2,1,1,NA,no,1,,,
RCT0914,pulse,0,Mara,2,10,36,8,3,3,1,3,0,1,0,3,yes,3,,,
RCT0913,pulse,0,Mara,2,10,36,8,1,1,0,NA,1,,0,NA,,NA,,,
RCT0912,pulse,0,Mara,2,10,36,8,1,1,1,1,0,1,1,NA,no,1,,,
RCT0911,pulse,0,Mara,2,10,36,8,1,1,1,1,0,1,1,NA,no,1,,,
RCT1272,pulse,0,Mara,1,3,26,78,3,3,1,3,2,1,1,NA,no,1,,,
RCT1271,pulse,0,Mara,1,3,26,78,1,1,1,1,0,1,1,NA,no,1,,,
RCT1270,pulse,0,Mara,1,3,26,78,1,1,1,1,0,1,1,NA,no,1,,,
RCT1269,pulse,0,Mara,1,3,26,78,1,1,0,NA,1,,0,NA,,NA,,,
RCT1302,pulse,0,Mara,1,3,24,71,2,2,1,1,0,1,1,NA,no,1,,,
RCT1301,pulse,0,Mara,1,3,24,71,1,1,0,NA,1,,0,NA,,NA,,,
RCT1300,pulse,0,Mara,1,3,24,71,2,2,1,2,0,1,2,NA,no,2,,,
RCT1299,pulse,0,Mara,1,3,24,71,3,3,0,NA,3,,0,NA,,NA,,,
RCT1282,pulse,0,Mara,1,3,26,21,4,2,1,1,3,1,0,NA,no,1,,,
RCT1281,pulse,0,Mara,1,3,26,21,4,2,1,3,3,1,2,NA,no,3,,,
RCT1280,pulse,0,Mara,1,3,26,21,2,3,0,NA,2,,0,NA,,NA,,,
RCT1279,pulse,0,Mara,1,3,26,21,1,1,1,1,0,1,1,NA,no,1,,,
RCT1278,pulse,0,Mara,1,3,26,21,3,2,1,1,2,1,1,NA,no,1,,,
RCT1277,pulse,0,Mara,1,3,26,21,3,3,1,1,2,1,1,NA,no,1,,,
RCT1276,pulse,0,Mara,1,3,26,21,1,1,0,NA,1,,0,NA,,NA,,,
RCT1275,pulse,0,Mara,1,3,26,21,2,2,1,2,0,1,2,NA,no,2,,,
RCT1274,pulse,0,Mara,1,3,26,21,4,4,1,1,3,1,1,NA,no,1,,,
RCT1273,pulse,0,Mara,1,3,26,21,3,1,1,2,1,1,0,NA,no,2,,,
RCT1292,pulse,0,Mara,1,3,26,59,1,1,1,1,0,1,0,NA,no,1,,,
RCT1291,pulse,0,Mara,1,3,26,59,1,1,0,NA,1,,0,NA,,NA,,,
RCT1290,pulse,0,Mara,1,3,26,59,1,2,0,NA,1,,0,NA,,NA,,,
RCT1289,pulse,0,Mara,1,3,26,59,1,1,0,NA,1,,1,NA,,NA,,,
RCT1288,pulse,0,Mara,1,3,26,59,3,1,1,1,2,1,1,NA,no,1,,,
RCT1287,pulse,0,Mara,1,3,26,59,3,3,1,1,2,1,1,NA,no,1,,,
RCT1286,pulse,0,Mara,1,3,26,59,4,4,1,4,0,1,4,NA,no,4,,,
RCT1285,pulse,0,Mara,1,3,26,59,3,3,1,3,0,1,1,2,yes,3,,,
RCT0310,continuous,1,Mara,0,6,13,76,1,1,1,1,0,1,1,NA,no,1,,,
RCT0309,continuous,1,Mara,0,6,13,76,3,2,1,2,1,0,1,NA,no,0,,,
RCT0308,continuous,1,Mara,0,6,13,76,2,2,1,2,0,1,1,NA,no,2,,,
RCT0307,continuous,1,Mara,0,6,13,76,3,3,1,1,2,1,1,NA,no,1,,,
RCT0306,continuous,1,Mara,0,6,13,76,1,1,0,NA,1,,0,NA,,NA,,,
RCT0305,continuous,1,Mara,0,6,13,76,2,2,0,NA,2,,0,NA,,NA,,,
RCT0304,continuous,1,Mara,0,6,13,76,2,0,1,1,1,0,0,NA,no,0,,,
RCT0303,continuous,1,Mara,0,6,13,76,1,1,0,NA,1,,0,NA,,NA,,,
RCT0302,continuous,1,Mara,0,6,13,76,2,2,0,NA,2,,0,NA,,NA,,,
RCT0301,continuous,1,Mara,0,6,13,76,2,1,1,2,0,1,1,NA,no,2,,,
RCT0320,continuous,1,Mara,0,6,13,95,1,1,1,1,0,1,0,1,yes,1,,,
RCT0319,continuous,1,Mara,0,6,13,95,3,3,1,3,0,1,3,NA,no,3,,,
RCT0318,continuous,1,Mara,0,6,13,95,1,1,1,1,0,1,1,NA,no,1,,,
RCT0317,continuous,1,Mara,0,6,13,95,1,1,0,NA,1,,0,NA,,NA,,,
RCT0316,continuous,1,Mara,0,6,13,95,1,1,0,NA,1,,0,NA,,NA,,,
RCT0315,continuous,1,Mara,0,6,13,95,1,1,0,NA,1,,0,NA,,NA,,,
RCT0314,continuous,1,Mara,0,6,13,95,3,1,1,2,1,1,0,NA,no,2,,,
RCT0313,continuous,1,Mara,0,6,13,95,3,3,0,NA,3,,0,NA,,NA,,,
RCT0312,continuous,1,Mara,0,6,13,95,2,2,1,2,0,1,2,NA,no,2,,,
RCT0311,continuous,1,Mara,0,6,13,95,3,3,0,NA,3,,0,NA,,NA,,,
