household_ID,campaign_type,Strategy,RegionName.y,district,ward,village,sub_village,dog_total,number_dogs_seen,owner_recall_vacc,owner_recall_vacc_no,owner_recall_not_vacc_no,vacc_card_status,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,,variable,meaning
RCT0330,continuous,1,Mara,0,6,13,31,2,1,1,1,1,1,0,NA,no,1,,,
RCT0329,continuous,1,Mara,0,6,13,31,1,1,1,1,0,0,1,NA,no,0,,,
RCT0328,continuous,1,Mara,0,6,13,31,1,1,0,NA,1,,0,NA,,NA,,,
RCT0327,continuous,1,Mara,0,6,13,31,2,2,1,2,0,0,2,NA,no,0,,,
RCT0326,continuous,1,Mara,0,6,13,31,4,4,1,2,2,1,2,NA,no,2,,,
RCT0325,continuous,1,Mara,0,6,13,31,3,3,1,2,1,1,2,NA,no,2,,,
RCT0324,continuous,1,Mara,0,6,13,31,1,1,1,1,0,1,1,NA,no,1,,,
RCT0323,continuous,1,Mara,0,6,13,31,1,1,1,1,0,1,1,NA,no,1,,,
RCT0322,continuous,1,Mara,0,6,13,31,1,1,0,NA,1,,0,NA,,NA,,,
RCT0321,continuous,1,Mara,0,6,13,31,2,2,1,2,0,0,2,NA,no,0,,,
RCT0300,continuous,1,Mara,0,6,14,40,1,1,1,1,0,1,1,NA,no,1,,,
RCT0299,continuous,1,Mara,0,6,14,40,3,3,1,1,2,1,1,NA,no,1,,,
RCT0298,continuous,1,Mara,0,6,14,40,2,2,1,1,1,1,1,NA,no,11,,,
RCT0297,continuous,1,Mara,0,6,14,40,1,1,1,1,0,1,1,NA,no,1,,,
RCT0296,continuous,1,Mara,0,6,14,40,1,1,1,1,0,1,1,NA,no,1,,,
RCT0295,continuous,1,Mara,0,6,14,40,2,2,1,1,1,1,1,NA,no,1,,,
RCT0294,continuous,1,Mara,0,6,14,40,2,2,1,1,1,1,1,NA,no,1,,,
RCT0293,continuous,1,Mara,0,6,14,40,3,3,1,2,1,1,2,NA,no,2,,,
RCT0292,continuous,1,Mara,0,6,14,40,4,4,1,2,2,1,2,NA,no,2,,,
RCT0291,continuous,1,Mara,0,6,14,40,2,2,0,NA,2,,0,NA,,NA,,,
RCT0290,continuous,1,Mara,0,6,14,109,1,1,0,NA,1,,0,NA,,NA,,,
RCT0289,continuous,1,Mara,0,6,14,109,1,1,1,1,0,1,1,NA,no,1,,,
RCT0288,continuous,1,Mara,0,6,14,109,3,3,1,3,0,1,3,NA,no,3,,,
RCT0287,continuous,1,Mara,0,6,14,109,1,1,1,1,0,1,1,NA,no,1,,,
RCT0286,continuous,1,Mara,0,6,14,109,2,2,0,NA,2,,0,NA,,NA,,,
RCT0285,continuous,1,Mara,0,6,14,109,4,4,1,4,0,1,4,NA,no,4,,,
RCT0284,continuous,1,Mara,0,6,14,109,5,4,1,4,1,1,4,NA,no,4,,,
RCT0283,continuous,1,Mara,0,6,14,109,4,4,1,1,3,1,1,NA,no,1,,,
RCT0282,continuous,1,Mara,0,6,14,109,1,1,0,NA,1,,0,NA,,NA,,,
RCT0281,continuous,1,Mara,0,6,14,109,1,1,0,NA,1,,0,NA,,NA,,,
RCT0280,continuous,1,Mara,0,6,14,10,3,3,1,2,1,1,2,NA,no,2,,,
RCT0279,continuous,1,Mara,0,6,14,10,2,2,0,NA,2,,0,NA,,NA,,,
RCT0277,continuous,1,Mara,0,6,14,10,2,2,1,2,0,1,2,NA,no,2,,,
RCT0277,continuous,1,Mara,0,6,14,10,4,3,1,3,1,1,3,NA,no,3,,,
RCT0276,continuous,1,Mara,0,6,14,10,3,3,1,2,1,1,2,NA,no,2,,,
RCT0275,continuous,1,Mara,0,6,14,10,1,1,1,1,0,1,1,NA,no,1,,,
RCT0274,continuous,1,Mara,0,6,14,10,2,2,1,2,0,1,2,NA,no,2,,,
RCT0273,continuous,1,Mara,0,6,14,10,1,1,1,1,0,1,1,NA,no,1,,,
RCT0272,continuous,1,Mara,0,6,14,10,1,1,1,1,0,1,1,NA,no,1,,,
RCT0271,continuous,1,Mara,0,6,14,10,2,2,1,2,0,1,2,NA,no,2,,,
RCT0350,continuous,1,Mara,0,6,15,83,2,2,1,2,0,1,2,NA,no,2,,,
RCT0349,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0348,continuous,1,Mara,0,6,15,83,1,1,0,NA,1,,0,NA,,NA,,,
RCT0347,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0346,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0345,continuous,1,Mara,0,6,15,83,2,2,1,1,1,1,1,NA,no,1,,,
RCT0344,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0343,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0342,continuous,1,Mara,0,6,15,83,1,1,1,1,0,1,1,NA,no,1,,,
RCT0341,continuous,1,Mara,0,6,15,83,1,1,0,NA,1,,1,NA,,NA,,,
RCT0340,continuous,1,Mara,0,6,15,30,1,1,0,NA,1,,0,NA,,NA,,,
RCT0339,continuous,1,Mara,0,6,15,30,1,1,1,1,0,1,1,NA,no,1,,,
RCT0338,continuous,1,Mara,0,6,15,30,1,1,1,1,0,1,1,NA,no,1,,,
RCT0337,continuous,1,Mara,0,6,15,30,1,1,1,1,0,1,1,NA,no,1,,,
RCT0336,continuous,1,Mara,0,6,15,30,2,2,1,2,0,1,2,NA,no,2,,,
RCT0335,continuous,1,Mara,0,6,15,30,2,2,1,1,1,1,1,NA,no,1,,,
RCT0334,continuous,1,Mara,0,6,15,30,1,1,1,1,0,1,1,NA,no,1,,,
RCT0333,continuous,1,Mara,0,6,15,30,1,1,1,1,0,1,1,NA,no,1,,,
RCT0332,continuous,1,Mara,0,6,15,30,1,1,0,NA,1,,0,NA,,NA,,,
RCT0331,continuous,1,Mara,0,6,15,30,2,2,1,2,0,1,2,NA,no,2,,,
RCT1351,pulse,0,Mara,1,3,19,50,1,1,0,NA,1,,0,NA,,NA,,,
RCT1350,pulse,0,Mara,1,3,19,50,2,2,1,2,0,1,2,NA,no,2,,,
RCT1348,pulse,0,Mara,1,3,19,50,2,2,1,1,1,1,1,NA,no,1,,,
RCT1347,pulse,0,Mara,1,3,19,50,1,1,0,NA,1,,0,NA,,NA,,,
RCT1346,pulse,0,Mara,1,3,19,50,2,2,0,NA,2,,0,NA,,NA,,,
RCT1345,pulse,0,Mara,1,3,19,50,2,2,1,1,0,1,1,NA,no,1,,,
RCT1344,pulse,0,Mara,1,3,19,50,1,1,1,1,0,1,1,NA,no,1,,,
RCT1343,pulse,0,Mara,1,3,19,50,1,1,1,1,0,1,1,NA,no,1,,,
RCT1342,pulse,0,Mara,1,3,19,67,2,2,1,2,0,1,2,NA,no,2,,,
RCT1341,pulse,0,Mara,1,3,19,67,2,2,1,1,1,1,1,NA,no,1,,,
RCT1340,pulse,0,Mara,1,3,19,67,2,1,1,2,0,1,1,NA,no,2,,,
RCT1339,pulse,0,Mara,1,3,19,67,1,1,0,NA,0,,0,NA,,NA,,,
RCT1338,pulse,0,Mara,1,3,19,67,2,2,1,2,0,1,2,NA,no,2,,,
RCT1337,pulse,0,Mara,1,3,19,67,1,1,1,1,0,0,1,NA,no,0,,,
RCT1336,pulse,0,Mara,1,3,19,67,1,0,1,1,0,1,0,NA,no,1,,,
RCT1335,pulse,0,Mara,1,3,19,67,1,1,1,1,0,1,1,NA,no,1,,,
RCT1332,pulse,0,Mara,1,3,19,26,1,0,1,1,0,1,0,NA,no,13,,,
RCT1331,pulse,0,Mara,1,3,19,26,1,1,0,NA,1,,0,NA,,NA,,,
RCT1330,pulse,0,Mara,1,3,19,26,1,1,1,1,0,1,1,NA,no,1,,,
RCT1329,pulse,0,Mara,1,3,19,26,1,1,1,1,0,1,1,NA,no,1,,,
RCT1328,pulse,0,Mara,1,3,19,26,1,1,0,NA,1,,0,NA,,NA,,,
RCT1327,pulse,0,Mara,1,3,19,26,1,1,0,NA,0,,0,NA,,NA,,,
RCT1326,pulse,0,Mara,1,3,19,26,2,0,1,2,0,1,0,NA,no,2,,,
RCT1325,pulse,0,Mara,1,3,19,26,1,1,1,1,0,1,1,NA,no,1,,,
RCT1324,pulse,0,Mara,1,3,19,26,2,2,1,1,1,1,1,NA,no,1,,,
RCT1323,pulse,0,Mara,1,3,19,26,4,3,0,NA,4,,0,NA,,NA,,,
RCT1322,pulse,0,Mara,1,3,24,126,5,5,1,1,4,0,0,NA,no,0,,,
RCT1321,pulse,0,Mara,1,3,24,126,1,1,0,NA,1,,0,NA,,NA,,,
RCT1320,pulse,0,Mara,1,3,24,126,1,1,0,NA,1,,0,NA,,NA,,,
RCT1319,pulse,0,Mara,1,3,24,126,3,1,1,2,1,1,0,NA,no,2,,,
RCT1318,pulse,0,Mara,1,3,24,126,1,0,1,1,0,1,0,NA,no,1,,,
RCT1317,pulse,0,Mara,1,3,24,126,2,2,1,2,0,1,2,NA,no,2,,,
RCT1316,pulse,0,Mara,1,3,24,126,2,2,1,1,1,1,1,NA,no,1,,,
RCT1315,pulse,0,Mara,1,3,24,126,3,3,1,1,2,1,1,NA,no,1,,,
RCT1314,pulse,0,Mara,1,3,24,126,2,3,1,1,1,1,1,NA,no,1,,,
RCT1313,pulse,0,Mara,1,3,24,126,1,1,1,1,0,1,1,NA,no,1,,,
RCT1312,pulse,0,Mara,1,3,24,18,3,3,1,2,1,1,1,NA,no,2,,,
RCT1311,pulse,0,Mara,1,3,24,18,5,4,1,1,4,1,1,NA,no,1,,,
RCT1310,pulse,0,Mara,1,3,24,18,2,1,1,2,0,1,1,NA,no,2,,,
RCT1309,pulse,0,Mara,1,3,24,18,3,3,1,1,2,1,0,NA,no,1,,,
RCT1308,pulse,0,Mara,1,3,24,18,2,2,1,2,0,1,2,NA,no,2,,,
RCT1307,pulse,0,Mara,1,3,24,18,1,0,1,1,0,1,0,NA,no,1,,,
RCT1306,pulse,0,Mara,1,3,24,18,3,2,1,1,2,1,0,NA,no,1,,,
RCT1305,pulse,0,Mara,1,3,24,18,1,0,1,1,0,1,0,NA,no,1,,,
RCT1304,pulse,0,Mara,1,3,24,18,3,3,1,3,0,1,3,NA,no,3,,,
RCT1303,pulse,0,Mara,1,3,24,18,1,1,1,1,0,1,1,NA,no,1,,,
RCT1298,pulse,0,Mara,1,3,24,71,1,1,0,NA,1,,1,NA,,NA,,,
RCT1297,pulse,0,Mara,1,3,24,71,1,1,1,1,0,1,1,NA,no,1,,,
RCT1296,pulse,0,Mara,1,3,24,71,1,1,1,1,0,0,1,NA,no,0,,,
RCT1295,pulse,0,Mara,1,3,24,71,1,1,1,1,0,1,1,NA,no,1,,,
RCT1294,pulse,0,Mara,1,3,24,71,7,6,1,1,6,0,0,NA,no,0,,,
RCT1293,pulse,0,Mara,1,3,24,71,1,1,0,NA,1,,0,NA,,NA,,,
RCT0360,continuous,1,Mara,0,6,15,29,1,1,0,NA,1,,0,NA,,NA,,,
RCT0359,continuous,1,Mara,0,6,15,29,3,3,1,3,0,1,3,NA,no,3,,,
RCT0358,continuous,1,Mara,0,6,15,29,2,1,1,2,0,1,1,NA,no,2,,,
RCT0357,continuous,1,Mara,0,6,15,29,1,1,1,1,0,1,1,NA,no,1,,,
RCT0356,continuous,1,Mara,0,6,15,29,2,1,1,1,1,1,0,NA,no,1,,,
RCT0355,continuous,1,Mara,0,6,15,29,3,2,1,2,1,1,1,NA,no,2,,,
RCT0354,continuous,1,Mara,0,6,15,29,3,3,1,1,2,1,1,NA,no,1,,,
RCT0353,continuous,1,Mara,0,6,15,29,2,2,1,1,1,1,1,NA,no,1,,,
RCT0352,continuous,1,Mara,0,6,15,29,3,3,1,2,1,1,2,NA,no,2,,,
RCT0351,continuous,1,Mara,0,6,15,29,4,4,1,2,2,1,2,NA,no,2,,,
RCT0400,pulse,0,Mara,0,0,23,98,1,1,1,1,0,1,1,NA,no,1,,,
RCT0399,pulse,0,Mara,0,0,23,98,1,1,0,NA,1,,0,NA,,NA,,,
RCT0398,pulse,0,Mara,0,0,23,98,1,0,1,1,0,1,0,NA,no,1,,,
RCT0397,pulse,0,Mara,0,0,23,98,2,2,1,2,0,0,0,NA,no,0,,,
RCT0396,pulse,0,Mara,0,0,23,98,2,2,1,2,0,0,2,NA,no,0,,,
RCT0395,pulse,0,Mara,0,0,23,98,2,0,1,2,0,1,0,NA,no,2,,,
RCT0394,pulse,0,Mara,0,0,23,98,1,1,1,1,0,1,1,NA,no,1,,,
RCT0393,pulse,0,Mara,0,0,23,98,1,1,0,NA,1,,0,NA,,NA,,,
RCT0392,pulse,0,Mara,0,0,23,98,2,1,1,1,1,1,0,NA,no,1,,,
RCT0391,pulse,0,Mara,0,0,23,98,1,1,0,NA,0,,0,NA,,NA,,,
RCT0410,pulse,0,Mara,0,0,23,14,2,2,1,1,1,1,1,NA,no,1,,,
RCT0409,pulse,0,Mara,0,0,23,14,1,1,1,1,0,1,1,NA,no,1,,,
RCT0408,pulse,0,Mara,0,0,23,14,1,1,0,NA,0,,0,NA,,NA,,,
RCT0407,pulse,0,Mara,0,0,23,14,1,1,1,1,0,1,0,NA,no,1,,,
RCT0406,pulse,0,Mara,0,0,23,14,1,1,1,1,0,1,0,NA,no,1,,,
RCT0405,pulse,0,Mara,0,0,23,14,2,0,1,2,0,1,0,NA,no,2,,,
RCT0404,pulse,0,Mara,0,0,23,14,1,1,1,1,0,1,1,NA,no,1,,,
RCT0403,pulse,0,Mara,0,0,23,14,1,0,1,1,0,0,0,NA,no,0,,,
RCT0402,pulse,0,Mara,0,0,23,14,5,5,1,1,4,1,1,NA,no,1,,,
RCT0401,pulse,0,Mara,0,0,23,14,3,1,1,2,1,1,0,NA,no,2,,,
RCT0420,pulse,0,Mara,0,0,23,121,3,0,1,1,2,1,0,NA,no,1,,,
RCT0419,pulse,0,Mara,0,0,23,121,1,0,1,1,0,0,0,NA,no,0,,,
RCT0418,pulse,0,Mara,0,0,23,121,1,1,1,1,0,0,1,NA,no,0,,,
RCT0417,pulse,0,Mara,0,0,23,121,1,0,1,1,0,1,0,NA,no,1,,,
RCT0416,pulse,0,Mara,0,0,23,121,1,1,1,1,0,1,1,NA,no,1,,,
RCT0415,pulse,0,Mara,0,0,23,121,1,0,1,1,0,1,0,NA,no,1,,,
RCT0414,pulse,0,Mara,0,0,23,121,3,0,1,3,0,0,0,NA,no,0,,,
RCT0413,pulse,0,Mara,0,0,23,121,1,1,0,NA,1,,0,NA,,NA,,,
RCT0412,pulse,0,Mara,0,0,23,121,2,2,1,1,1,1,1,NA,no,1,,,
RCT0411,pulse,0,Mara,0,0,23,121,1,1,0,NA,1,,0,NA,,NA,,,
RCT0460,pulse,0,Mara,0,0,3,65,2,2,0,NA,2,,0,NA,,NA,,,
RCT0459,pulse,0,Mara,0,0,3,65,2,1,0,NA,2,,0,NA,,NA,,,
RCT0458,pulse,0,Mara,0,0,3,65,2,0,1,2,0,0,0,NA,no,0,,,
RCT0457,pulse,0,Mara,0,0,3,65,1,1,0,NA,1,,0,NA,,NA,,,
RCT0456,pulse,0,Mara,0,0,3,65,6,6,0,NA,6,,0,NA,,NA,,,
RCT0455,pulse,0,Mara,0,0,3,65,1,1,0,NA,1,,0,NA,,NA,,,
RCT0454,pulse,0,Mara,0,0,3,65,1,0,0,NA,1,,0,NA,,NA,,,
RCT0453,pulse,0,Mara,0,0,3,65,1,0,0,NA,1,,0,NA,,NA,,,
RCT0452,pulse,0,Mara,0,0,3,65,1,1,0,NA,1,,0,NA,,NA,,,
RCT0451,pulse,0,Mara,0,0,3,65,1,1,0,NA,1,,0,NA,,NA,,,
RCT0470,pulse,0,Mara,0,0,3,73,1,1,1,1,0,0,1,NA,no,0,,,
RCT0469,pulse,0,Mara,0,0,3,73,2,2,0,NA,2,,0,NA,,NA,,,
RCT0468,pulse,0,Mara,0,0,3,73,2,2,1,1,1,1,1,NA,no,1,,,
RCT0466,pulse,0,Mara,0,0,3,73,1,1,0,NA,1,,0,NA,,NA,,,
RCT0467,pulse,0,Mara,0,0,3,73,2,0,1,1,1,1,0,NA,no,1,,,
RCT0465,pulse,0,Mara,0,0,3,73,1,1,1,1,0,1,1,NA,no,1,,,
RCT0464,pulse,0,Mara,0,0,3,73,1,0,1,1,0,1,0,NA,no,1,,,
RCT0463,pulse,0,Mara,0,0,3,73,1,0,1,1,0,1,0,NA,no,1,,,
RCT0462,pulse,0,Mara,0,0,3,73,2,2,0,NA,2,,0,NA,,NA,,,
RCT0461,pulse,0,Mara,0,0,3,73,2,2,1,1,1,1,1,NA,no,1,,,
RCT0480,pulse,0,Mara,0,0,3,44,1,0,1,1,0,1,0,NA,no,1,,,
RCT0479,pulse,0,Mara,0,0,3,44,1,1,0,NA,1,,0,NA,,NA,,,
RCT0478,pulse,0,Mara,0,0,3,44,1,1,0,NA,1,,0,NA,,NA,,,
RCT0477,pulse,0,Mara,0,0,3,44,2,2,unknown,NA,2,,0,NA,,NA,,,
RCT0950,pulse,0,Mara,2,10,35,81,2,2,0,NA,2,,0,NA,,NA,,,
RCT0949,pulse,0,Mara,2,10,35,81,4,4,0,NA,4,,0,NA,,NA,,,
RCT0948,pulse,0,Mara,2,10,35,81,1,1,0,NA,1,,0,NA,,NA,,,
RCT0947,pulse,0,Mara,2,10,35,81,2,2,1,2,0,1,2,NA,no,2,,,
RCT0946,pulse,0,Mara,2,10,35,81,3,3,0,NA,3,,0,NA,,NA,,,
RCT0945,pulse,0,Mara,2,10,35,81,1,1,0,NA,1,,0,NA,,NA,,,
RCT0944,pulse,0,Mara,2,10,35,81,3,3,0,NA,3,,0,NA,,NA,,,
RCT0943,pulse,0,Mara,2,10,35,81,1,1,1,1,0,1,1,NA,no,1,,,
RCT0942,pulse,0,Mara,2,10,35,81,1,1,0,NA,1,,0,NA,,NA,,,
RCT0941,pulse,0,Mara,2,10,35,81,3,3,0,NA,3,,0,NA,,NA,,,
RCT0940,pulse,0,Mara,2,10,35,6,3,3,0,NA,3,,0,NA,,NA,,,
RCT0939,pulse,0,Mara,2,10,35,6,2,2,1,2,0,1,2,NA,no,2,,,
RCT0938,pulse,0,Mara,2,10,35,6,2,2,0,NA,2,,0,NA,,NA,,,
RCT0937,pulse,0,Mara,2,10,35,6,3,3,0,NA,3,,0,NA,,NA,,,
RCT0936,pulse,0,Mara,2,10,35,6,3,3,0,NA,3,,0,NA,,NA,,,
RCT0935,pulse,0,Mara,2,10,35,6,3,3,0,NA,3,,0,NA,,NA,,,
RCT0934,pulse,0,Mara,2,10,35,6,3,3,1,1,2,1,1,NA,no,1,,,
RCT0933,pulse,0,Mara,2,10,35,6,2,2,0,NA,2,,0,NA,,NA,,,
RCT0932,pulse,0,Mara,2,10,35,6,1,1,0,NA,1,,0,NA,,NA,,,
RCT0931,pulse,0,Mara,2,10,35,6,3,3,0,NA,3,,0,NA,,NA,,,
RCT0930,pulse,0,Mara,2,10,35,46,1,1,0,NA,1,,0,NA,,NA,,,
RCT0929,pulse,0,Mara,2,10,35,46,1,1,1,1,0,1,1,NA,no,0,,,
RCT0928,pulse,0,Mara,2,10,35,46,2,2,0,NA,2,,0,NA,,NA,,,
RCT0927,pulse,0,Mara,2,10,35,46,5,5,0,NA,5,,0,NA,,NA,,,
RCT0926,pulse,0,Mara,2,10,35,46,3,3,0,NA,3,,0,NA,,NA,,,
RCT0925,pulse,0,Mara,2,10,35,46,2,2,1,1,1,1,1,NA,no,1,,,
RCT0924,pulse,0,Mara,2,10,35,46,1,1,0,NA,1,,0,NA,,NA,,,
RCT0923,pulse,0,Mara,2,10,35,46,1,1,0,NA,1,,0,NA,,NA,,,
RCT0922,pulse,0,Mara,2,10,35,46,1,1,0,NA,1,,0,NA,,NA,,,
RCT0921,pulse,0,Mara,2,10,35,46,2,2,0,NA,2,,0,NA,,NA,,,
RCT0450,pulse,0,Mara,0,0,8,32,5,5,1,1,4,1,1,NA,no,1,,,
RCT0449,pulse,0,Mara,0,0,8,32,2,2,0,NA,2,,0,NA,,NA,,,
RCT0448,pulse,0,Mara,0,0,8,32,2,2,0,NA,2,,0,NA,,NA,,,
RCT0447,pulse,0,Mara,0,0,8,32,1,1,0,NA,1,,0,NA,,NA,,,
RCT0446,pulse,0,Mara,0,0,8,32,2,2,0,NA,2,,0,NA,,NA,,,
RCT0445,pulse,0,Mara,0,0,8,32,2,2,0,NA,2,,0,NA,,NA,,,
RCT0444,pulse,0,Mara,0,0,8,32,1,1,1,1,0,1,1,NA,no,1,,,
RCT0443,pulse,0,Mara,0,0,8,32,1,1,0,NA,1,,0,NA,,NA,,,
RCT0442,pulse,0,Mara,0,0,8,32,7,7,0,NA,7,,0,NA,,NA,,,
RCT0370,pulse,0,Mara,0,0,11,15,1,1,1,1,0,1,1,NA,no,1,,,
RCT0369,pulse,0,Mara,0,0,11,15,1,1,0,NA,1,,0,NA,,NA,,,
RCT0368,pulse,0,Mara,0,0,11,15,3,3,1,2,1,1,2,NA,no,2,,,
RCT0367,pulse,0,Mara,0,0,11,15,1,1,1,1,0,1,1,NA,no,1,,,
RCT0441,pulse,0,Mara,0,0,8,32,2,2,0,NA,2,,0,NA,,NA,,,
RCT0366,pulse,0,Mara,0,0,11,122,1,1,0,NA,1,,0,NA,,NA,,,
RCT0439,pulse,0,Mara,0,0,11,28,2,2,1,2,0,1,2,NA,no,2,,,
RCT0364,pulse,0,Mara,0,0,11,122,3,3,1,2,1,1,2,NA,no,2,,,
RCT0437,pulse,0,Mara,0,0,8,28,1,1,1,1,0,1,1,NA,no,1,,,
RCT0365,pulse,0,Mara,0,0,11,122,2,2,1,2,0,1,2,NA,no,2,,,
RCT0363,pulse,0,Mara,0,0,11,122,2,1,0,NA,1,,1,NA,,NA,,,
RCT0362,pulse,0,Mara,0,0,11,122,4,4,1,4,0,1,4,NA,no,4,,,
RCT0438,pulse,0,Mara,0,0,8,28,1,1,1,1,0,1,1,NA,no,1,,,
RCT0436,pulse,0,Mara,0,0,8,28,2,2,0,NA,2,,0,NA,,NA,,,
RCT0361,pulse,0,Mara,0,0,11,122,2,2,1,1,1,1,1,NA,no,1,,,
RCT0435,pulse,0,Mara,0,0,8,28,1,1,1,1,0,1,1,NA,no,1,,,
RCT0434,pulse,0,Mara,0,0,8,28,3,3,1,1,2,1,1,NA,no,1,,,
RCT0380,pulse,0,Mara,0,0,11,111,1,1,1,1,0,1,1,NA,no,1,,,
RCT0433,pulse,0,Mara,0,0,8,28,1,1,0,NA,1,,0,NA,,NA,,,
RCT0379,pulse,0,Mara,0,0,11,111,3,3,1,3,0,1,3,NA,no,3,,,
RCT0378,pulse,0,Mara,0,0,11,111,2,2,0,NA,2,,0,NA,,NA,,,
RCT0377,pulse,0,Mara,0,0,11,111,1,1,1,1,0,1,1,NA,no,1,,,
RCT0432,pulse,0,Mara,0,0,8,28,1,1,0,NA,1,,0,NA,,NA,,,
RCT0431,pulse,0,Mara,0,0,8,28,1,1,1,1,0,1,1,NA,no,1,,,
RCT0376,pulse,0,Mara,0,0,11,111,1,1,0,NA,1,,0,NA,,NA,,,
RCT0375,pulse,0,Mara,0,0,11,111,3,3,0,NA,3,,0,NA,,NA,,,
RCT0430,pulse,0,Mara,0,0,8,13,4,4,1,2,2,1,2,NA,no,2,,,
RCT0374,pulse,0,Mara,0,0,11,111,2,2,1,1,1,1,1,NA,no,1,,,
RCT0429,pulse,0,Mara,0,0,8,13,1,1,1,1,0,1,1,NA,no,1,,,
RCT0373,pulse,0,Mara,0,0,11,111,1,1,1,1,0,1,1,NA,no,1,,,
RCT0372,pulse,0,Mara,0,0,11,111,1,1,1,1,0,1,1,NA,no,1,,,
RCT0428,pulse,0,Mara,0,0,8,13,3,3,1,3,0,1,3,NA,no,3,,,
RCT0371,pulse,0,Mara,0,0,11,111,2,2,1,2,0,1,2,NA,no,2,,,
RCT0427,pulse,0,Mara,0,0,8,13,2,2,1,2,0,1,2,NA,no,2,,,
RCT0426,pulse,0,Mara,0,0,8,13,1,1,0,NA,1,,0,NA,,NA,,,
RCT0390,pulse,0,Mara,0,0,11,85,2,2,1,2,0,1,2,NA,no,2,,,
RCT0425,pulse,0,Mara,0,0,8,13,1,1,0,NA,1,,0,NA,,NA,,,
RCT0424,pulse,0,Mara,0,0,8,13,1,1,1,1,0,1,1,NA,no,1,,,
RCT0389,pulse,0,Mara,0,0,11,85,1,1,0,NA,1,,0,NA,,NA,,,
RCT0388,pulse,0,Mara,0,0,11,85,1,1,1,1,0,1,1,NA,no,1,,,
RCT0423,pulse,0,Mara,0,0,8,13,2,2,1,1,1,1,1,NA,no,1,,,
RCT0387,pulse,0,Mara,0,0,11,85,2,2,1,2,0,1,2,NA,no,2,,,
RCT0422,pulse,0,Mara,0,0,8,13,1,1,0,NA,1,,0,NA,,NA,,,
RCT0386,pulse,0,Mara,0,0,11,85,1,1,1,1,0,1,1,NA,no,1,,,
RCT0421,pulse,0,Mara,0,0,8,13,2,1,1,2,0,1,1,NA,no,2,,,
RCT0385,pulse,0,Mara,0,0,11,85,4,4,1,2,2,1,2,NA,no,2,,,
RCT0384,pulse,0,Mara,0,0,11,85,1,1,0,NA,1,,0,NA,,NA,,,
RCT0383,pulse,0,Mara,0,0,11,85,1,1,0,NA,1,,0,NA,,NA,,,
RCT0382,pulse,0,Mara,0,0,11,85,1,1,1,1,0,1,1,NA,no,1,,,
RCT0381,pulse,0,Mara,0,0,11,85,1,1,0,NA,1,,0,NA,,NA,,,
RCT0476,pulse,0,Mara,0,0,46,44,2,0,1,1,1,0,0,NA,no,0,,,
RCT0475,pulse,0,Mara,0,0,46,44,2,2,0,NA,2,,0,NA,,NA,,,
RCT0474,pulse,0,Mara,0,0,46,44,1,0,0,NA,1,,0,NA,,NA,,,
RCT0473,pulse,0,Mara,0,0,46,44,1,1,0,NA,1,,0,NA,,NA,,,
RCT0472,pulse,0,Mara,0,0,46,44,2,1,0,NA,2,,0,NA,,NA,,,
RCT0471,pulse,0,Mara,0,0,46,44,1,1,0,NA,1,,0,NA,,NA,,,